,y1_countyname,y1_state,y2_countyname,y2_state,n2_outflow,agi_perThou_outflow,agi_outflow,yr_range,year1,year2,mig_direction2,unique_tag,secondary_county
509095,Jackson County,OR,Coos County,OR,134,2453,2453000,1718,2017,2018,outflow,Jackson County-Coos County-OR-1718,"Coos County, OR"
509096,Jackson County,OR,King County,WA,85,3430,3430000,1718,2017,2018,outflow,Jackson County-King County-WA-1718,"King County, WA"
509097,Jackson County,OR,Siskiyou County,CA,89,2267,2267000,1718,2017,2018,outflow,Jackson County-Siskiyou County-CA-1718,"Siskiyou County, CA"
509098,Jackson County,OR,Sacramento County,CA,85,2102,2102000,1718,2017,2018,outflow,Jackson County-Sacramento County-CA-1718,"Sacramento County, CA"
509099,Jackson County,OR,Clark County,WA,95,2254,2254000,1718,2017,2018,outflow,Jackson County-Clark County-WA-1718,"Clark County, WA"
509100,Jackson County,OR,San Diego County,CA,73,3072,3072000,1718,2017,2018,outflow,Jackson County-San Diego County-CA-1718,"San Diego County, CA"
509101,Jackson County,OR,Curry County,OR,87,2390,2390000,1718,2017,2018,outflow,Jackson County-Curry County-OR-1718,"Curry County, OR"
509102,Jackson County,OR,Linn County,OR,86,1788,1788000,1718,2017,2018,outflow,Jackson County-Linn County-OR-1718,"Linn County, OR"
509103,Jackson County,OR,Pierce County,WA,67,2378,2378000,1718,2017,2018,outflow,Jackson County-Pierce County-WA-1718,"Pierce County, WA"
509104,Jackson County,OR,Orange County,CA,67,1402,1402000,1718,2017,2018,outflow,Jackson County-Orange County-CA-1718,"Orange County, CA"
509105,Jackson County,OR,Benton County,OR,81,1468,1468000,1718,2017,2018,outflow,Jackson County-Benton County-OR-1718,"Benton County, OR"
509106,Jackson County,OR,Ada County,ID,57,4464,4464000,1718,2017,2018,outflow,Jackson County-Ada County-ID-1718,"Ada County, ID"
509107,Jackson County,OR,Washoe County,NV,51,1393,1393000,1718,2017,2018,outflow,Jackson County-Washoe County-NV-1718,"Washoe County, NV"
509108,Jackson County,OR,Pima County,AZ,55,988,988000,1718,2017,2018,outflow,Jackson County-Pima County-AZ-1718,"Pima County, AZ"
509109,Jackson County,OR,Shasta County,CA,55,1448,1448000,1718,2017,2018,outflow,Jackson County-Shasta County-CA-1718,"Shasta County, CA"
509110,Jackson County,OR,Alameda County,CA,34,1754,1754000,1718,2017,2018,outflow,Jackson County-Alameda County-CA-1718,"Alameda County, CA"
509111,Jackson County,OR,Riverside County,CA,49,844,844000,1718,2017,2018,outflow,Jackson County-Riverside County-CA-1718,"Riverside County, CA"
509112,Jackson County,OR,Santa Clara County,CA,33,1750,1750000,1718,2017,2018,outflow,Jackson County-Santa Clara County-CA-1718,"Santa Clara County, CA"
509113,Jackson County,OR,Thurston County,WA,51,1274,1274000,1718,2017,2018,outflow,Jackson County-Thurston County-WA-1718,"Thurston County, WA"
509114,Jackson County,OR,Butte County,CA,41,1378,1378000,1718,2017,2018,outflow,Jackson County-Butte County-CA-1718,"Butte County, CA"
509115,Jackson County,OR,Sonoma County,CA,30,1045,1045000,1718,2017,2018,outflow,Jackson County-Sonoma County-CA-1718,"Sonoma County, CA"
509116,Jackson County,OR,Lincoln County,OR,45,821,821000,1718,2017,2018,outflow,Jackson County-Lincoln County-OR-1718,"Lincoln County, OR"
509117,Jackson County,OR,Contra Costa County,CA,33,1065,1065000,1718,2017,2018,outflow,Jackson County-Contra Costa County-CA-1718,"Contra Costa County, CA"
509118,Jackson County,OR,Spokane County,WA,43,1427,1427000,1718,2017,2018,outflow,Jackson County-Spokane County-WA-1718,"Spokane County, WA"
509119,Jackson County,OR,Fresno County,CA,35,966,966000,1718,2017,2018,outflow,Jackson County-Fresno County-CA-1718,"Fresno County, CA"
509120,Jackson County,OR,Monterey County,CA,35,1410,1410000,1718,2017,2018,outflow,Jackson County-Monterey County-CA-1718,"Monterey County, CA"
509121,Jackson County,OR,Ventura County,CA,35,703,703000,1718,2017,2018,outflow,Jackson County-Ventura County-CA-1718,"Ventura County, CA"
509122,Jackson County,OR,Honolulu County,HI,42,1075,1075000,1718,2017,2018,outflow,Jackson County-Honolulu County-HI-1718,"Honolulu County, HI"
509123,Jackson County,OR,Yamhill County,OR,36,1046,1046000,1718,2017,2018,outflow,Jackson County-Yamhill County-OR-1718,"Yamhill County, OR"
509131,Jefferson County,OR,Jefferson County Total Migration-US and Foreign,OR,1150,24601,24601000,1718,2017,2018,outflow,Jefferson County total migration-1718,"Jefferson County Total Migration-US and Foreign, OR"
509136,Jefferson County,OR,Deschutes County,OR,358,6894,6894000,1718,2017,2018,outflow,Jefferson County-Deschutes County-OR-1718,"Deschutes County, OR"
509137,Jefferson County,OR,Crook County,OR,96,2456,2456000,1718,2017,2018,outflow,Jefferson County-Crook County-OR-1718,"Crook County, OR"
509138,Jefferson County,OR,Multnomah County,OR,41,988,988000,1718,2017,2018,outflow,Jefferson County-Multnomah County-OR-1718,"Multnomah County, OR"
509139,Jefferson County,OR,Clackamas County,OR,42,1021,1021000,1718,2017,2018,outflow,Jefferson County-Clackamas County-OR-1718,"Clackamas County, OR"
509146,Josephine County,OR,Josephine County Total Migration-US and Foreign,OR,3408,82376,82376000,1718,2017,2018,outflow,Josephine County total migration-1718,"Josephine County Total Migration-US and Foreign, OR"
509152,Josephine County,OR,Jackson County,OR,974,22115,22115000,1718,2017,2018,outflow,Josephine County-Jackson County-OR-1718,"Jackson County, OR"
509153,Josephine County,OR,Lane County,OR,122,4938,4938000,1718,2017,2018,outflow,Josephine County-Lane County-OR-1718,"Lane County, OR"
509154,Josephine County,OR,Douglas County,OR,158,2994,2994000,1718,2017,2018,outflow,Josephine County-Douglas County-OR-1718,"Douglas County, OR"
509155,Josephine County,OR,Multnomah County,OR,82,2095,2095000,1718,2017,2018,outflow,Josephine County-Multnomah County-OR-1718,"Multnomah County, OR"
509156,Josephine County,OR,Maricopa County,AZ,72,2114,2114000,1718,2017,2018,outflow,Josephine County-Maricopa County-AZ-1718,"Maricopa County, AZ"
509157,Josephine County,OR,Deschutes County,OR,54,1252,1252000,1718,2017,2018,outflow,Josephine County-Deschutes County-OR-1718,"Deschutes County, OR"
509158,Josephine County,OR,Klamath County,OR,57,983,983000,1718,2017,2018,outflow,Josephine County-Klamath County-OR-1718,"Klamath County, OR"
509159,Josephine County,OR,Washington County,OR,47,1042,1042000,1718,2017,2018,outflow,Josephine County-Washington County-OR-1718,"Washington County, OR"
509160,Josephine County,OR,Clackamas County,OR,58,1278,1278000,1718,2017,2018,outflow,Josephine County-Clackamas County-OR-1718,"Clackamas County, OR"
509161,Josephine County,OR,Curry County,OR,55,1164,1164000,1718,2017,2018,outflow,Josephine County-Curry County-OR-1718,"Curry County, OR"
509162,Josephine County,OR,Marion County,OR,57,1425,1425000,1718,2017,2018,outflow,Josephine County-Marion County-OR-1718,"Marion County, OR"
509163,Josephine County,OR,Los Angeles County,CA,43,1145,1145000,1718,2017,2018,outflow,Josephine County-Los Angeles County-CA-1718,"Los Angeles County, CA"
509164,Josephine County,OR,San Diego County,CA,37,908,908000,1718,2017,2018,outflow,Josephine County-San Diego County-CA-1718,"San Diego County, CA"
509165,Josephine County,OR,Riverside County,CA,36,438,438000,1718,2017,2018,outflow,Josephine County-Riverside County-CA-1718,"Riverside County, CA"
509166,Josephine County,OR,Coos County,OR,46,1131,1131000,1718,2017,2018,outflow,Josephine County-Coos County-OR-1718,"Coos County, OR"
509167,Josephine County,OR,Clark County,NV,28,675,675000,1718,2017,2018,outflow,Josephine County-Clark County-NV-1718,"Clark County, NV"
509175,Klamath County,OR,Klamath County Total Migration-US and Foreign,OR,2890,73347,73347000,1718,2017,2018,outflow,Klamath County total migration-1718,"Klamath County Total Migration-US and Foreign, OR"
509181,Klamath County,OR,Jackson County,OR,261,6790,6790000,1718,2017,2018,outflow,Klamath County-Jackson County-OR-1718,"Jackson County, OR"
509182,Klamath County,OR,Lane County,OR,152,3491,3491000,1718,2017,2018,outflow,Klamath County-Lane County-OR-1718,"Lane County, OR"
509183,Klamath County,OR,Deschutes County,OR,152,3551,3551000,1718,2017,2018,outflow,Klamath County-Deschutes County-OR-1718,"Deschutes County, OR"
509184,Klamath County,OR,Washington County,OR,88,2327,2327000,1718,2017,2018,outflow,Klamath County-Washington County-OR-1718,"Washington County, OR"
509185,Klamath County,OR,Douglas County,OR,88,2197,2197000,1718,2017,2018,outflow,Klamath County-Douglas County-OR-1718,"Douglas County, OR"
509186,Klamath County,OR,Multnomah County,OR,68,2014,2014000,1718,2017,2018,outflow,Klamath County-Multnomah County-OR-1718,"Multnomah County, OR"
509187,Klamath County,OR,Siskiyou County,CA,96,1297,1297000,1718,2017,2018,outflow,Klamath County-Siskiyou County-CA-1718,"Siskiyou County, CA"
509188,Klamath County,OR,Josephine County,OR,63,1178,1178000,1718,2017,2018,outflow,Klamath County-Josephine County-OR-1718,"Josephine County, OR"
509189,Klamath County,OR,Marion County,OR,63,1326,1326000,1718,2017,2018,outflow,Klamath County-Marion County-OR-1718,"Marion County, OR"
509190,Klamath County,OR,Linn County,OR,63,1475,1475000,1718,2017,2018,outflow,Klamath County-Linn County-OR-1718,"Linn County, OR"
509191,Klamath County,OR,Maricopa County,AZ,57,1349,1349000,1718,2017,2018,outflow,Klamath County-Maricopa County-AZ-1718,"Maricopa County, AZ"
509192,Klamath County,OR,Coos County,OR,55,1140,1140000,1718,2017,2018,outflow,Klamath County-Coos County-OR-1718,"Coos County, OR"
509193,Klamath County,OR,Shasta County,CA,37,840,840000,1718,2017,2018,outflow,Klamath County-Shasta County-CA-1718,"Shasta County, CA"
509194,Klamath County,OR,King County,WA,30,657,657000,1718,2017,2018,outflow,Klamath County-King County-WA-1718,"King County, WA"
509202,Lake County,OR,Lake County Total Migration-US and Foreign,OR,378,8812,8812000,1718,2017,2018,outflow,Lake County total migration-1718,"Lake County Total Migration-US and Foreign, OR"
509207,Lake County,OR,Klamath County,OR,56,1090,1090000,1718,2017,2018,outflow,Lake County-Klamath County-OR-1718,"Klamath County, OR"
509213,Lane County,OR,Lane County Total Migration-US and Foreign,OR,13240,385498,385498000,1718,2017,2018,outflow,Lane County total migration-1718,"Lane County Total Migration-US and Foreign, OR"
509219,Lane County,OR,Multnomah County,OR,847,24721,24721000,1718,2017,2018,outflow,Lane County-Multnomah County-OR-1718,"Multnomah County, OR"
509220,Lane County,OR,Linn County,OR,816,20166,20166000,1718,2017,2018,outflow,Lane County-Linn County-OR-1718,"Linn County, OR"
509221,Lane County,OR,Washington County,OR,496,13580,13580000,1718,2017,2018,outflow,Lane County-Washington County-OR-1718,"Washington County, OR"
509222,Lane County,OR,Deschutes County,OR,472,16945,16945000,1718,2017,2018,outflow,Lane County-Deschutes County-OR-1718,"Deschutes County, OR"
509223,Lane County,OR,Douglas County,OR,564,12146,12146000,1718,2017,2018,outflow,Lane County-Douglas County-OR-1718,"Douglas County, OR"
509224,Lane County,OR,Marion County,OR,454,10816,10816000,1718,2017,2018,outflow,Lane County-Marion County-OR-1718,"Marion County, OR"
509225,Lane County,OR,Clackamas County,OR,349,14240,14240000,1718,2017,2018,outflow,Lane County-Clackamas County-OR-1718,"Clackamas County, OR"
509226,Lane County,OR,Benton County,OR,392,9846,9846000,1718,2017,2018,outflow,Lane County-Benton County-OR-1718,"Benton County, OR"
509227,Lane County,OR,Jackson County,OR,316,8008,8008000,1718,2017,2018,outflow,Lane County-Jackson County-OR-1718,"Jackson County, OR"
509228,Lane County,OR,King County,WA,233,8027,8027000,1718,2017,2018,outflow,Lane County-King County-WA-1718,"King County, WA"
509229,Lane County,OR,Maricopa County,AZ,273,9590,9590000,1718,2017,2018,outflow,Lane County-Maricopa County-AZ-1718,"Maricopa County, AZ"
509230,Lane County,OR,Clark County,WA,248,7589,7589000,1718,2017,2018,outflow,Lane County-Clark County-WA-1718,"Clark County, WA"
509231,Lane County,OR,Coos County,OR,223,4803,4803000,1718,2017,2018,outflow,Lane County-Coos County-OR-1718,"Coos County, OR"
509232,Lane County,OR,Los Angeles County,CA,182,4276,4276000,1718,2017,2018,outflow,Lane County-Los Angeles County-CA-1718,"Los Angeles County, CA"
509233,Lane County,OR,Lincoln County,OR,145,5398,5398000,1718,2017,2018,outflow,Lane County-Lincoln County-OR-1718,"Lincoln County, OR"
509234,Lane County,OR,San Diego County,CA,124,4805,4805000,1718,2017,2018,outflow,Lane County-San Diego County-CA-1718,"San Diego County, CA"
509235,Lane County,OR,Orange County,CA,111,3561,3561000,1718,2017,2018,outflow,Lane County-Orange County-CA-1718,"Orange County, CA"
509236,Lane County,OR,Clark County,NV,141,3250,3250000,1718,2017,2018,outflow,Lane County-Clark County-NV-1718,"Clark County, NV"
509237,Lane County,OR,Polk County,OR,116,3045,3045000,1718,2017,2018,outflow,Lane County-Polk County-OR-1718,"Polk County, OR"
509238,Lane County,OR,Pierce County,WA,117,3943,3943000,1718,2017,2018,outflow,Lane County-Pierce County-WA-1718,"Pierce County, WA"
509239,Lane County,OR,Klamath County,OR,104,2006,2006000,1718,2017,2018,outflow,Lane County-Klamath County-OR-1718,"Klamath County, OR"
509240,Lane County,OR,Ada County,ID,122,2620,2620000,1718,2017,2018,outflow,Lane County-Ada County-ID-1718,"Ada County, ID"
509241,Lane County,OR,Spokane County,WA,134,3790,3790000,1718,2017,2018,outflow,Lane County-Spokane County-WA-1718,"Spokane County, WA"
509242,Lane County,OR,Josephine County,OR,102,2073,2073000,1718,2017,2018,outflow,Lane County-Josephine County-OR-1718,"Josephine County, OR"
509243,Lane County,OR,Riverside County,CA,89,2283,2283000,1718,2017,2018,outflow,Lane County-Riverside County-CA-1718,"Riverside County, CA"
509244,Lane County,OR,Thurston County,WA,69,2051,2051000,1718,2017,2018,outflow,Lane County-Thurston County-WA-1718,"Thurston County, WA"
509245,Lane County,OR,Yamhill County,OR,96,2538,2538000,1718,2017,2018,outflow,Lane County-Yamhill County-OR-1718,"Yamhill County, OR"
509246,Lane County,OR,Pima County,AZ,79,3510,3510000,1718,2017,2018,outflow,Lane County-Pima County-AZ-1718,"Pima County, AZ"
509247,Lane County,OR,Santa Clara County,CA,62,2188,2188000,1718,2017,2018,outflow,Lane County-Santa Clara County-CA-1718,"Santa Clara County, CA"
509248,Lane County,OR,Snohomish County,WA,71,1922,1922000,1718,2017,2018,outflow,Lane County-Snohomish County-WA-1718,"Snohomish County, WA"
509249,Lane County,OR,Salt Lake County,UT,71,2497,2497000,1718,2017,2018,outflow,Lane County-Salt Lake County-UT-1718,"Salt Lake County, UT"
509250,Lane County,OR,Alameda County,CA,50,1583,1583000,1718,2017,2018,outflow,Lane County-Alameda County-CA-1718,"Alameda County, CA"
509251,Lane County,OR,Honolulu County,HI,66,1437,1437000,1718,2017,2018,outflow,Lane County-Honolulu County-HI-1718,"Honolulu County, HI"
509252,Lane County,OR,Contra Costa County,CA,61,2211,2211000,1718,2017,2018,outflow,Lane County-Contra Costa County-CA-1718,"Contra Costa County, CA"
509253,Lane County,OR,Cook County,IL,48,1209,1209000,1718,2017,2018,outflow,Lane County-Cook County-IL-1718,"Cook County, IL"
509254,Lane County,OR,Washoe County,NV,50,1037,1037000,1718,2017,2018,outflow,Lane County-Washoe County-NV-1718,"Washoe County, NV"
509255,Lane County,OR,Travis County,TX,53,1936,1936000,1718,2017,2018,outflow,Lane County-Travis County-TX-1718,"Travis County, TX"
509256,Lane County,OR,Sacramento County,CA,48,963,963000,1718,2017,2018,outflow,Lane County-Sacramento County-CA-1718,"Sacramento County, CA"
509257,Lane County,OR,Crook County,OR,65,1944,1944000,1718,2017,2018,outflow,Lane County-Crook County-OR-1718,"Crook County, OR"
509258,Lane County,OR,Shasta County,CA,51,1199,1199000,1718,2017,2018,outflow,Lane County-Shasta County-CA-1718,"Shasta County, CA"
509259,Lane County,OR,Sonoma County,CA,42,936,936000,1718,2017,2018,outflow,Lane County-Sonoma County-CA-1718,"Sonoma County, CA"
509260,Lane County,OR,San Bernardino County,CA,42,713,713000,1718,2017,2018,outflow,Lane County-San Bernardino County-CA-1718,"San Bernardino County, CA"
509261,Lane County,OR,Columbia County,OR,48,1389,1389000,1718,2017,2018,outflow,Lane County-Columbia County-OR-1718,"Columbia County, OR"
509262,Lane County,OR,Umatilla County,OR,48,1086,1086000,1718,2017,2018,outflow,Lane County-Umatilla County-OR-1718,"Umatilla County, OR"
509263,Lane County,OR,Clatsop County,OR,48,1174,1174000,1718,2017,2018,outflow,Lane County-Clatsop County-OR-1718,"Clatsop County, OR"
509264,Lane County,OR,Kitsap County,WA,35,1111,1111000,1718,2017,2018,outflow,Lane County-Kitsap County-WA-1718,"Kitsap County, WA"
509265,Lane County,OR,Whatcom County,WA,35,1642,1642000,1718,2017,2018,outflow,Lane County-Whatcom County-WA-1718,"Whatcom County, WA"
509266,Lane County,OR,Denver County,CO,30,927,927000,1718,2017,2018,outflow,Lane County-Denver County-CO-1718,"Denver County, CO"
509267,Lane County,OR,Anchorage Municipality,AK,33,1109,1109000,1718,2017,2018,outflow,Lane County-Anchorage Municipality-AK-1718,"Anchorage Municipality, AK"
509268,Lane County,OR,Adams County,CO,34,779,779000,1718,2017,2018,outflow,Lane County-Adams County-CO-1718,"Adams County, CO"
509269,Lane County,OR,El Paso County,CO,38,576,576000,1718,2017,2018,outflow,Lane County-El Paso County-CO-1718,"El Paso County, CO"
509270,Lane County,OR,Boulder County,CO,31,1309,1309000,1718,2017,2018,outflow,Lane County-Boulder County-CO-1718,"Boulder County, CO"
509271,Lane County,OR,Canyon County,ID,43,761,761000,1718,2017,2018,outflow,Lane County-Canyon County-ID-1718,"Canyon County, ID"
509272,Lane County,OR,Butte County,CA,46,1184,1184000,1718,2017,2018,outflow,Lane County-Butte County-CA-1718,"Butte County, CA"
509273,Lane County,OR,San Mateo County,CA,29,1022,1022000,1718,2017,2018,outflow,Lane County-San Mateo County-CA-1718,"San Mateo County, CA"
509275,Lane County,OR,Hawaii County,HI,35,757,757000,1718,2017,2018,outflow,Lane County-Hawaii County-HI-1718,"Hawaii County, HI"
509283,Lincoln County,OR,Lincoln County Total Migration-US and Foreign,OR,2674,78133,78133000,1718,2017,2018,outflow,Lincoln County total migration-1718,"Lincoln County Total Migration-US and Foreign, OR"
509289,Lincoln County,OR,Lane County,OR,164,4760,4760000,1718,2017,2018,outflow,Lincoln County-Lane County-OR-1718,"Lane County, OR"
509290,Lincoln County,OR,Marion County,OR,177,3792,3792000,1718,2017,2018,outflow,Lincoln County-Marion County-OR-1718,"Marion County, OR"
509291,Lincoln County,OR,Washington County,OR,117,6146,6146000,1718,2017,2018,outflow,Lincoln County-Washington County-OR-1718,"Washington County, OR"
509292,Lincoln County,OR,Benton County,OR,127,3865,3865000,1718,2017,2018,outflow,Lincoln County-Benton County-OR-1718,"Benton County, OR"
509293,Lincoln County,OR,Multnomah County,OR,84,4084,4084000,1718,2017,2018,outflow,Lincoln County-Multnomah County-OR-1718,"Multnomah County, OR"
509294,Lincoln County,OR,Linn County,OR,114,2196,2196000,1718,2017,2018,outflow,Lincoln County-Linn County-OR-1718,"Linn County, OR"
509295,Lincoln County,OR,Polk County,OR,106,2415,2415000,1718,2017,2018,outflow,Lincoln County-Polk County-OR-1718,"Polk County, OR"
509296,Lincoln County,OR,Clackamas County,OR,88,2887,2887000,1718,2017,2018,outflow,Lincoln County-Clackamas County-OR-1718,"Clackamas County, OR"
509297,Lincoln County,OR,Deschutes County,OR,70,2275,2275000,1718,2017,2018,outflow,Lincoln County-Deschutes County-OR-1718,"Deschutes County, OR"
509298,Lincoln County,OR,Clark County,WA,64,2068,2068000,1718,2017,2018,outflow,Lincoln County-Clark County-WA-1718,"Clark County, WA"
509299,Lincoln County,OR,Tillamook County,OR,58,2278,2278000,1718,2017,2018,outflow,Lincoln County-Tillamook County-OR-1718,"Tillamook County, OR"
509300,Lincoln County,OR,Maricopa County,AZ,56,2401,2401000,1718,2017,2018,outflow,Lincoln County-Maricopa County-AZ-1718,"Maricopa County, AZ"
509301,Lincoln County,OR,Yamhill County,OR,57,1365,1365000,1718,2017,2018,outflow,Lincoln County-Yamhill County-OR-1718,"Yamhill County, OR"
509302,Lincoln County,OR,Douglas County,OR,38,811,811000,1718,2017,2018,outflow,Lincoln County-Douglas County-OR-1718,"Douglas County, OR"
509310,Linn County,OR,Linn County Total Migration-US and Foreign,OR,5771,139757,139757000,1718,2017,2018,outflow,Linn County total migration-1718,"Linn County Total Migration-US and Foreign, OR"
509316,Linn County,OR,Benton County,OR,989,24061,24061000,1718,2017,2018,outflow,Linn County-Benton County-OR-1718,"Benton County, OR"
509317,Linn County,OR,Marion County,OR,934,20662,20662000,1718,2017,2018,outflow,Linn County-Marion County-OR-1718,"Marion County, OR"
509318,Linn County,OR,Lane County,OR,591,14419,14419000,1718,2017,2018,outflow,Linn County-Lane County-OR-1718,"Lane County, OR"
509319,Linn County,OR,Washington County,OR,143,3817,3817000,1718,2017,2018,outflow,Linn County-Washington County-OR-1718,"Washington County, OR"
509320,Linn County,OR,Deschutes County,OR,171,5578,5578000,1718,2017,2018,outflow,Linn County-Deschutes County-OR-1718,"Deschutes County, OR"
509321,Linn County,OR,Polk County,OR,173,3881,3881000,1718,2017,2018,outflow,Linn County-Polk County-OR-1718,"Polk County, OR"
509322,Linn County,OR,Multnomah County,OR,124,2961,2961000,1718,2017,2018,outflow,Linn County-Multnomah County-OR-1718,"Multnomah County, OR"
509323,Linn County,OR,Clackamas County,OR,141,4067,4067000,1718,2017,2018,outflow,Linn County-Clackamas County-OR-1718,"Clackamas County, OR"
509324,Linn County,OR,Lincoln County,OR,113,2279,2279000,1718,2017,2018,outflow,Linn County-Lincoln County-OR-1718,"Lincoln County, OR"
509325,Linn County,OR,Douglas County,OR,91,1916,1916000,1718,2017,2018,outflow,Linn County-Douglas County-OR-1718,"Douglas County, OR"
509326,Linn County,OR,Clark County,WA,85,2413,2413000,1718,2017,2018,outflow,Linn County-Clark County-WA-1718,"Clark County, WA"
509327,Linn County,OR,Maricopa County,AZ,74,1418,1418000,1718,2017,2018,outflow,Linn County-Maricopa County-AZ-1718,"Maricopa County, AZ"
509328,Linn County,OR,King County,WA,42,1110,1110000,1718,2017,2018,outflow,Linn County-King County-WA-1718,"King County, WA"
509329,Linn County,OR,Yamhill County,OR,41,966,966000,1718,2017,2018,outflow,Linn County-Yamhill County-OR-1718,"Yamhill County, OR"
509330,Linn County,OR,Jackson County,OR,49,1252,1252000,1718,2017,2018,outflow,Linn County-Jackson County-OR-1718,"Jackson County, OR"
509331,Linn County,OR,Josephine County,OR,48,1062,1062000,1718,2017,2018,outflow,Linn County-Josephine County-OR-1718,"Josephine County, OR"
509332,Linn County,OR,Klamath County,OR,43,1007,1007000,1718,2017,2018,outflow,Linn County-Klamath County-OR-1718,"Klamath County, OR"
509333,Linn County,OR,Pierce County,WA,35,881,881000,1718,2017,2018,outflow,Linn County-Pierce County-WA-1718,"Pierce County, WA"
509341,Malheur County,OR,Malheur County Total Migration-US and Foreign,OR,1255,24091,24091000,1718,2017,2018,outflow,Malheur County total migration-1718,"Malheur County Total Migration-US and Foreign, OR"
509347,Malheur County,OR,Payette County,ID,334,8179,8179000,1718,2017,2018,outflow,Malheur County-Payette County-ID-1718,"Payette County, ID"
509348,Malheur County,OR,Canyon County,ID,178,2934,2934000,1718,2017,2018,outflow,Malheur County-Canyon County-ID-1718,"Canyon County, ID"
509349,Malheur County,OR,Ada County,ID,111,1943,1943000,1718,2017,2018,outflow,Malheur County-Ada County-ID-1718,"Ada County, ID"
509357,Marion County,OR,Marion County Total Migration-US and Foreign,OR,14312,385658,385658000,1718,2017,2018,outflow,Marion County total migration-1718,"Marion County Total Migration-US and Foreign, OR"
509363,Marion County,OR,Polk County,OR,2338,57228,57228000,1718,2017,2018,outflow,Marion County-Polk County-OR-1718,"Polk County, OR"
509364,Marion County,OR,Clackamas County,OR,1233,38326,38326000,1718,2017,2018,outflow,Marion County-Clackamas County-OR-1718,"Clackamas County, OR"
509365,Marion County,OR,Linn County,OR,1260,31642,31642000,1718,2017,2018,outflow,Marion County-Linn County-OR-1718,"Linn County, OR"
509366,Marion County,OR,Washington County,OR,893,25130,25130000,1718,2017,2018,outflow,Marion County-Washington County-OR-1718,"Washington County, OR"
509367,Marion County,OR,Multnomah County,OR,798,22796,22796000,1718,2017,2018,outflow,Marion County-Multnomah County-OR-1718,"Multnomah County, OR"
509368,Marion County,OR,Lane County,OR,465,12725,12725000,1718,2017,2018,outflow,Marion County-Lane County-OR-1718,"Lane County, OR"
509369,Marion County,OR,Yamhill County,OR,446,10129,10129000,1718,2017,2018,outflow,Marion County-Yamhill County-OR-1718,"Yamhill County, OR"
509370,Marion County,OR,Deschutes County,OR,360,12887,12887000,1718,2017,2018,outflow,Marion County-Deschutes County-OR-1718,"Deschutes County, OR"
509371,Marion County,OR,Clark County,WA,337,15179,15179000,1718,2017,2018,outflow,Marion County-Clark County-WA-1718,"Clark County, WA"
509372,Marion County,OR,Benton County,OR,229,6252,6252000,1718,2017,2018,outflow,Marion County-Benton County-OR-1718,"Benton County, OR"
509373,Marion County,OR,Maricopa County,AZ,220,6029,6029000,1718,2017,2018,outflow,Marion County-Maricopa County-AZ-1718,"Maricopa County, AZ"
509374,Marion County,OR,King County,WA,125,4754,4754000,1718,2017,2018,outflow,Marion County-King County-WA-1718,"King County, WA"
509375,Marion County,OR,Lincoln County,OR,132,2896,2896000,1718,2017,2018,outflow,Marion County-Lincoln County-OR-1718,"Lincoln County, OR"
509376,Marion County,OR,Jackson County,OR,106,2806,2806000,1718,2017,2018,outflow,Marion County-Jackson County-OR-1718,"Jackson County, OR"
509377,Marion County,OR,Clark County,NV,119,2966,2966000,1718,2017,2018,outflow,Marion County-Clark County-NV-1718,"Clark County, NV"
509378,Marion County,OR,Los Angeles County,CA,106,1824,1824000,1718,2017,2018,outflow,Marion County-Los Angeles County-CA-1718,"Los Angeles County, CA"
509379,Marion County,OR,San Diego County,CA,96,2658,2658000,1718,2017,2018,outflow,Marion County-San Diego County-CA-1718,"San Diego County, CA"
509380,Marion County,OR,Pierce County,WA,93,2140,2140000,1718,2017,2018,outflow,Marion County-Pierce County-WA-1718,"Pierce County, WA"
509381,Marion County,OR,Spokane County,WA,92,2243,2243000,1718,2017,2018,outflow,Marion County-Spokane County-WA-1718,"Spokane County, WA"
509382,Marion County,OR,Douglas County,OR,67,2228,2228000,1718,2017,2018,outflow,Marion County-Douglas County-OR-1718,"Douglas County, OR"
509383,Marion County,OR,Snohomish County,WA,72,1796,1796000,1718,2017,2018,outflow,Marion County-Snohomish County-WA-1718,"Snohomish County, WA"
509384,Marion County,OR,Ada County,ID,90,3061,3061000,1718,2017,2018,outflow,Marion County-Ada County-ID-1718,"Ada County, ID"
509385,Marion County,OR,Jefferson County,OR,73,1847,1847000,1718,2017,2018,outflow,Marion County-Jefferson County-OR-1718,"Jefferson County, OR"
509386,Marion County,OR,Riverside County,CA,82,2412,2412000,1718,2017,2018,outflow,Marion County-Riverside County-CA-1718,"Riverside County, CA"
509387,Marion County,OR,Crook County,OR,65,1539,1539000,1718,2017,2018,outflow,Marion County-Crook County-OR-1718,"Crook County, OR"
509388,Marion County,OR,Klamath County,OR,82,1460,1460000,1718,2017,2018,outflow,Marion County-Klamath County-OR-1718,"Klamath County, OR"
509389,Marion County,OR,Thurston County,WA,56,1234,1234000,1718,2017,2018,outflow,Marion County-Thurston County-WA-1718,"Thurston County, WA"
509390,Marion County,OR,Sacramento County,CA,55,1552,1552000,1718,2017,2018,outflow,Marion County-Sacramento County-CA-1718,"Sacramento County, CA"
509391,Marion County,OR,Umatilla County,OR,54,1256,1256000,1718,2017,2018,outflow,Marion County-Umatilla County-OR-1718,"Umatilla County, OR"
