,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
4029,Multnomah County-Klickitat County-WA-1516,"Klickitat County, WA",1516,2015,2016,33,826000,89,4784000,-56,-3958000,Multnomah County,Multnomah County-Klickitat County-WA
4030,Multnomah County-Knox County-TN-1516,"Knox County, TN",1516,2015,2016,29,1817000,39,1443000,-10,374000,Multnomah County,Multnomah County-Knox County-TN
4031,Multnomah County-Pacific County-WA-1516,"Pacific County, WA",1516,2015,2016,29,1241000,52,2197000,-23,-956000,Multnomah County,Multnomah County-Pacific County-WA
4032,Multnomah County-Walla Walla County-WA-1516,"Walla Walla County, WA",1516,2015,2016,21,697000,33,1185000,-12,-488000,Multnomah County,Multnomah County-Walla Walla County-WA
4034,Polk County-Marion County-OR-1516,"Marion County, OR",1516,2015,2016,2344,51951000,2127,53265000,217,-1314000,Polk County,Polk County-Marion County-OR
4035,Polk County-Yamhill County-OR-1516,"Yamhill County, OR",1516,2015,2016,488,9916000,363,7139000,125,2777000,Polk County,Polk County-Yamhill County-OR
4036,Polk County-Washington County-OR-1516,"Washington County, OR",1516,2015,2016,236,5499000,152,4257000,84,1242000,Polk County,Polk County-Washington County-OR
4037,Polk County-Linn County-OR-1516,"Linn County, OR",1516,2015,2016,234,4857000,192,4500000,42,357000,Polk County,Polk County-Linn County-OR
4038,Polk County-Multnomah County-OR-1516,"Multnomah County, OR",1516,2015,2016,192,4915000,149,4828000,43,87000,Polk County,Polk County-Multnomah County-OR
4039,Polk County-Benton County-OR-1516,"Benton County, OR",1516,2015,2016,154,4810000,143,3627000,11,1183000,Polk County,Polk County-Benton County-OR
4040,Polk County-Clackamas County-OR-1516,"Clackamas County, OR",1516,2015,2016,163,5200000,121,3777000,42,1423000,Polk County,Polk County-Clackamas County-OR
4041,Polk County-Lane County-OR-1516,"Lane County, OR",1516,2015,2016,117,2469000,96,2246000,21,223000,Polk County,Polk County-Lane County-OR
4042,Polk County-Lincoln County-OR-1516,"Lincoln County, OR",1516,2015,2016,77,1699000,61,1313000,16,386000,Polk County,Polk County-Lincoln County-OR
4043,Polk County-King County-WA-1516,"King County, WA",1516,2015,2016,58,2675000,47,1259000,11,1416000,Polk County,Polk County-King County-WA
4044,Polk County-Deschutes County-OR-1516,"Deschutes County, OR",1516,2015,2016,72,1256000,96,3211000,-24,-1955000,Polk County,Polk County-Deschutes County-OR
4045,Polk County-Clark County-WA-1516,"Clark County, WA",1516,2015,2016,59,1208000,78,3383000,-19,-2175000,Polk County,Polk County-Clark County-WA
4048,Tillamook County-Multnomah County-OR-1516,"Multnomah County, OR",1516,2015,2016,218,9202000,80,2623000,138,6579000,Tillamook County,Tillamook County-Multnomah County-OR
4049,Tillamook County-Washington County-OR-1516,"Washington County, OR",1516,2015,2016,170,6244000,91,3281000,79,2963000,Tillamook County,Tillamook County-Washington County-OR
4050,Tillamook County-Clackamas County-OR-1516,"Clackamas County, OR",1516,2015,2016,89,2805000,42,836000,47,1969000,Tillamook County,Tillamook County-Clackamas County-OR
4051,Tillamook County-Marion County-OR-1516,"Marion County, OR",1516,2015,2016,83,1605000,61,1387000,22,218000,Tillamook County,Tillamook County-Marion County-OR
4052,Tillamook County-Clatsop County-OR-1516,"Clatsop County, OR",1516,2015,2016,46,1357000,53,970000,-7,387000,Tillamook County,Tillamook County-Clatsop County-OR
4053,Tillamook County-Lincoln County-OR-1516,"Lincoln County, OR",1516,2015,2016,47,1333000,47,1095000,0,238000,Tillamook County,Tillamook County-Lincoln County-OR
4055,Umatilla County-Walla Walla County-WA-1516,"Walla Walla County, WA",1516,2015,2016,318,4827000,338,5706000,-20,-879000,Umatilla County,Umatilla County-Walla Walla County-WA
4056,Umatilla County-Morrow County-OR-1516,"Morrow County, OR",1516,2015,2016,254,4721000,287,4389000,-33,332000,Umatilla County,Umatilla County-Morrow County-OR
4057,Umatilla County-Benton County-WA-1516,"Benton County, WA",1516,2015,2016,162,2653000,331,6786000,-169,-4133000,Umatilla County,Umatilla County-Benton County-WA
4058,Umatilla County-Multnomah County-OR-1516,"Multnomah County, OR",1516,2015,2016,87,1569000,66,1422000,21,147000,Umatilla County,Umatilla County-Multnomah County-OR
4059,Umatilla County-Union County-OR-1516,"Union County, OR",1516,2015,2016,86,1665000,97,1673000,-11,-8000,Umatilla County,Umatilla County-Union County-OR
4060,Umatilla County-Marion County-OR-1516,"Marion County, OR",1516,2015,2016,101,2060000,54,1263000,47,797000,Umatilla County,Umatilla County-Marion County-OR
4061,Umatilla County-Lane County-OR-1516,"Lane County, OR",1516,2015,2016,71,1165000,59,1315000,12,-150000,Umatilla County,Umatilla County-Lane County-OR
4062,Umatilla County-Clackamas County-OR-1516,"Clackamas County, OR",1516,2015,2016,58,1928000,60,1387000,-2,541000,Umatilla County,Umatilla County-Clackamas County-OR
4063,Umatilla County-Franklin County-WA-1516,"Franklin County, WA",1516,2015,2016,79,929000,157,4067000,-78,-3138000,Umatilla County,Umatilla County-Franklin County-WA
4064,Umatilla County-Washington County-OR-1516,"Washington County, OR",1516,2015,2016,55,1081000,67,1690000,-12,-609000,Umatilla County,Umatilla County-Washington County-OR
4065,Umatilla County-Deschutes County-OR-1516,"Deschutes County, OR",1516,2015,2016,41,837000,51,2023000,-10,-1186000,Umatilla County,Umatilla County-Deschutes County-OR
4066,Umatilla County-Yakima County-WA-1516,"Yakima County, WA",1516,2015,2016,47,367000,89,1466000,-42,-1099000,Umatilla County,Umatilla County-Yakima County-WA
4067,Umatilla County-Spokane County-WA-1516,"Spokane County, WA",1516,2015,2016,30,508000,28,602000,2,-94000,Umatilla County,Umatilla County-Spokane County-WA
4069,Union County-Umatilla County-OR-1516,"Umatilla County, OR",1516,2015,2016,97,1673000,86,1665000,11,8000,Union County,Union County-Umatilla County-OR
4070,Union County-Baker County-OR-1516,"Baker County, OR",1516,2015,2016,93,1284000,109,1655000,-16,-371000,Union County,Union County-Baker County-OR
4071,Union County-Ada County-ID-1516,"Ada County, ID",1516,2015,2016,36,656000,33,732000,3,-76000,Union County,Union County-Ada County-ID
4074,Wasco County-Hood River County-OR-1516,"Hood River County, OR",1516,2015,2016,251,4215000,149,3008000,102,1207000,Wasco County,Wasco County-Hood River County-OR
4075,Wasco County-Multnomah County-OR-1516,"Multnomah County, OR",1516,2015,2016,110,2808000,84,1913000,26,895000,Wasco County,Wasco County-Multnomah County-OR
4076,Wasco County-Klickitat County-WA-1516,"Klickitat County, WA",1516,2015,2016,117,2267000,152,3585000,-35,-1318000,Wasco County,Wasco County-Klickitat County-WA
4077,Wasco County-Clackamas County-OR-1516,"Clackamas County, OR",1516,2015,2016,62,1217000,63,1473000,-1,-256000,Wasco County,Wasco County-Clackamas County-OR
4078,Wasco County-Washington County-OR-1516,"Washington County, OR",1516,2015,2016,50,1473000,38,719000,12,754000,Wasco County,Wasco County-Washington County-OR
4080,Washington County-Multnomah County-OR-1516,"Multnomah County, OR",1516,2015,2016,7517,299317000,6229,302776000,1288,-3459000,Washington County,Washington County-Multnomah County-OR
4081,Washington County-Clackamas County-OR-1516,"Clackamas County, OR",1516,2015,2016,3397,132835000,4079,195470000,-682,-62635000,Washington County,Washington County-Clackamas County-OR
4082,Washington County-Clark County-WA-1516,"Clark County, WA",1516,2015,2016,1361,38037000,2423,70435000,-1062,-32398000,Washington County,Washington County-Clark County-WA
4083,Washington County-Los Angeles County-CA-1516,"Los Angeles County, CA",1516,2015,2016,885,31825000,378,12794000,507,19031000,Washington County,Washington County-Los Angeles County-CA
4084,Washington County-Marion County-OR-1516,"Marion County, OR",1516,2015,2016,811,23235000,1266,31477000,-455,-8242000,Washington County,Washington County-Marion County-OR
4085,Washington County-Yamhill County-OR-1516,"Yamhill County, OR",1516,2015,2016,806,23562000,1830,57094000,-1024,-33532000,Washington County,Washington County-Yamhill County-OR
4086,Washington County-Maricopa County-AZ-1516,"Maricopa County, AZ",1516,2015,2016,812,28010000,621,23092000,191,4918000,Washington County,Washington County-Maricopa County-AZ
4087,Washington County-Lane County-OR-1516,"Lane County, OR",1516,2015,2016,583,15291000,428,11553000,155,3738000,Washington County,Washington County-Lane County-OR
4088,Washington County-King County-WA-1516,"King County, WA",1516,2015,2016,671,31321000,723,32245000,-52,-924000,Washington County,Washington County-King County-WA
4089,Washington County-San Diego County-CA-1516,"San Diego County, CA",1516,2015,2016,517,17862000,291,11641000,226,6221000,Washington County,Washington County-San Diego County-CA
4090,Washington County-Santa Clara County-CA-1516,"Santa Clara County, CA",1516,2015,2016,606,37194000,344,27139000,262,10055000,Washington County,Washington County-Santa Clara County-CA
4091,Washington County-Orange County-CA-1516,"Orange County, CA",1516,2015,2016,472,17330000,181,8701000,291,8629000,Washington County,Washington County-Orange County-CA
4092,Washington County-Benton County-OR-1516,"Benton County, OR",1516,2015,2016,293,8249000,162,3823000,131,4426000,Washington County,Washington County-Benton County-OR
4093,Washington County-Columbia County-OR-1516,"Columbia County, OR",1516,2015,2016,367,9868000,836,24246000,-469,-14378000,Washington County,Washington County-Columbia County-OR
4094,Washington County-Jackson County-OR-1516,"Jackson County, OR",1516,2015,2016,285,9559000,203,6411000,82,3148000,Washington County,Washington County-Jackson County-OR
4095,Washington County-Deschutes County-OR-1516,"Deschutes County, OR",1516,2015,2016,302,8555000,561,24441000,-259,-15886000,Washington County,Washington County-Deschutes County-OR
4096,Washington County-Clark County-NV-1516,"Clark County, NV",1516,2015,2016,324,7855000,265,10075000,59,-2220000,Washington County,Washington County-Clark County-NV
4097,Washington County-Alameda County-CA-1516,"Alameda County, CA",1516,2015,2016,281,11955000,170,7981000,111,3974000,Washington County,Washington County-Alameda County-CA
4098,Washington County-Honolulu County-HI-1516,"Honolulu County, HI",1516,2015,2016,264,6445000,115,3748000,149,2697000,Washington County,Washington County-Honolulu County-HI
4099,Washington County-Pierce County-WA-1516,"Pierce County, WA",1516,2015,2016,245,6542000,212,5501000,33,1041000,Washington County,Washington County-Pierce County-WA
4100,Washington County-Riverside County-CA-1516,"Riverside County, CA",1516,2015,2016,225,5493000,142,3347000,83,2146000,Washington County,Washington County-Riverside County-CA
4101,Washington County-Sacramento County-CA-1516,"Sacramento County, CA",1516,2015,2016,214,7659000,134,5526000,80,2133000,Washington County,Washington County-Sacramento County-CA
4102,Washington County-Cook County-IL-1516,"Cook County, IL",1516,2015,2016,214,9194000,85,3399000,129,5795000,Washington County,Washington County-Cook County-IL
4103,Washington County-Polk County-OR-1516,"Polk County, OR",1516,2015,2016,152,4257000,236,5499000,-84,-1242000,Washington County,Washington County-Polk County-OR
4104,Washington County-Travis County-TX-1516,"Travis County, TX",1516,2015,2016,200,6438000,154,7229000,46,-791000,Washington County,Washington County-Travis County-TX
4105,Washington County-Contra Costa County-CA-1516,"Contra Costa County, CA",1516,2015,2016,159,7212000,95,4316000,64,2896000,Washington County,Washington County-Contra Costa County-CA
4106,Washington County-Spokane County-WA-1516,"Spokane County, WA",1516,2015,2016,169,4094000,173,5347000,-4,-1253000,Washington County,Washington County-Spokane County-WA
4107,Washington County-Clatsop County-OR-1516,"Clatsop County, OR",1516,2015,2016,160,4655000,197,6372000,-37,-1717000,Washington County,Washington County-Clatsop County-OR
4108,Washington County-Harris County-TX-1516,"Harris County, TX",1516,2015,2016,158,6256000,100,2577000,58,3679000,Washington County,Washington County-Harris County-TX
4109,Washington County-Salt Lake County-UT-1516,"Salt Lake County, UT",1516,2015,2016,168,4398000,147,3428000,21,970000,Washington County,Washington County-Salt Lake County-UT
4110,Washington County-Douglas County-OR-1516,"Douglas County, OR",1516,2015,2016,143,5106000,110,2901000,33,2205000,Washington County,Washington County-Douglas County-OR
4111,Washington County-Ada County-ID-1516,"Ada County, ID",1516,2015,2016,148,5260000,214,8321000,-66,-3061000,Washington County,Washington County-Ada County-ID
4112,Washington County-Snohomish County-WA-1516,"Snohomish County, WA",1516,2015,2016,133,4707000,247,7891000,-114,-3184000,Washington County,Washington County-Snohomish County-WA
4113,Washington County-Linn County-OR-1516,"Linn County, OR",1516,2015,2016,126,2973000,224,5450000,-98,-2477000,Washington County,Washington County-Linn County-OR
4114,Washington County-San Francisco County-CA-1516,"San Francisco County, CA",1516,2015,2016,130,6965000,37,2453000,93,4512000,Washington County,Washington County-San Francisco County-CA
4115,Washington County-San Mateo County-CA-1516,"San Mateo County, CA",1516,2015,2016,149,10545000,59,5150000,90,5395000,Washington County,Washington County-San Mateo County-CA
4116,Washington County-Thurston County-WA-1516,"Thurston County, WA",1516,2015,2016,122,4773000,93,3238000,29,1535000,Washington County,Washington County-Thurston County-WA
4117,Washington County-Lincoln County-OR-1516,"Lincoln County, OR",1516,2015,2016,115,2741000,136,5623000,-21,-2882000,Washington County,Washington County-Lincoln County-OR
4118,Washington County-San Bernardino County-CA-1516,"San Bernardino County, CA",1516,2015,2016,137,3060000,88,2007000,49,1053000,Washington County,Washington County-San Bernardino County-CA
4119,Washington County-Ventura County-CA-1516,"Ventura County, CA",1516,2015,2016,124,3205000,50,1592000,74,1613000,Washington County,Washington County-Ventura County-CA
4120,Washington County-Pima County-AZ-1516,"Pima County, AZ",1516,2015,2016,109,3411000,85,5428000,24,-2017000,Washington County,Washington County-Pima County-AZ
4121,Washington County-Dallas County-TX-1516,"Dallas County, TX",1516,2015,2016,122,5508000,91,4653000,31,855000,Washington County,Washington County-Dallas County-TX
4122,Washington County-Bernalillo County-NM-1516,"Bernalillo County, NM",1516,2015,2016,123,4734000,46,1454000,77,3280000,Washington County,Washington County-Bernalillo County-NM
4123,Washington County-Tillamook County-OR-1516,"Tillamook County, OR",1516,2015,2016,91,3281000,170,6244000,-79,-2963000,Washington County,Washington County-Tillamook County-OR
4124,Washington County-Klamath County-OR-1516,"Klamath County, OR",1516,2015,2016,109,2621000,53,1320000,56,1301000,Washington County,Washington County-Klamath County-OR
4125,Washington County-Anchorage Municipality-AK-1516,"Anchorage Municipality, AK",1516,2015,2016,92,3663000,35,793000,57,2870000,Washington County,Washington County-Anchorage Municipality-AK
4126,Washington County-Washoe County-NV-1516,"Washoe County, NV",1516,2015,2016,100,3140000,93,2494000,7,646000,Washington County,Washington County-Washoe County-NV
4127,Washington County-Middlesex County-MA-1516,"Middlesex County, MA",1516,2015,2016,117,4935000,76,4437000,41,498000,Washington County,Washington County-Middlesex County-MA
4128,Washington County-Hennepin County-MN-1516,"Hennepin County, MN",1516,2015,2016,114,5356000,61,2028000,53,3328000,Washington County,Washington County-Hennepin County-MN
4129,Washington County-Benton County-WA-1516,"Benton County, WA",1516,2015,2016,93,2292000,90,3087000,3,-795000,Washington County,Washington County-Benton County-WA
4130,Washington County-Utah County-UT-1516,"Utah County, UT",1516,2015,2016,123,2774000,135,3522000,-12,-748000,Washington County,Washington County-Utah County-UT
4131,Washington County-Cowlitz County-WA-1516,"Cowlitz County, WA",1516,2015,2016,82,1481000,150,3307000,-68,-1826000,Washington County,Washington County-Cowlitz County-WA
4132,Washington County-Kitsap County-WA-1516,"Kitsap County, WA",1516,2015,2016,87,2405000,68,2285000,19,120000,Washington County,Washington County-Kitsap County-WA
4133,Washington County-Sonoma County-CA-1516,"Sonoma County, CA",1516,2015,2016,70,2005000,40,1020000,30,985000,Washington County,Washington County-Sonoma County-CA
4134,Washington County-Yakima County-WA-1516,"Yakima County, WA",1516,2015,2016,82,1860000,76,1609000,6,251000,Washington County,Washington County-Yakima County-WA
4135,Washington County-El Paso County-CO-1516,"El Paso County, CO",1516,2015,2016,73,1869000,58,2125000,15,-256000,Washington County,Washington County-El Paso County-CO
4136,Washington County-Monterey County-CA-1516,"Monterey County, CA",1516,2015,2016,65,2028000,37,1236000,28,792000,Washington County,Washington County-Monterey County-CA
