,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
3854,Linn County-Marion County-OR-1516,"Marion County, OR",1516,2015,2016,1017,22326000,940,22656000,77,-330000,Linn County,Linn County-Marion County-OR
3855,Linn County-Lane County-OR-1516,"Lane County, OR",1516,2015,2016,816,16896000,634,13123000,182,3773000,Linn County,Linn County-Lane County-OR
3856,Linn County-Washington County-OR-1516,"Washington County, OR",1516,2015,2016,224,5450000,126,2973000,98,2477000,Linn County,Linn County-Washington County-OR
3857,Linn County-Multnomah County-OR-1516,"Multnomah County, OR",1516,2015,2016,180,3501000,135,3047000,45,454000,Linn County,Linn County-Multnomah County-OR
3858,Linn County-Polk County-OR-1516,"Polk County, OR",1516,2015,2016,192,4500000,234,4857000,-42,-357000,Linn County,Linn County-Polk County-OR
3859,Linn County-Clackamas County-OR-1516,"Clackamas County, OR",1516,2015,2016,157,4902000,102,2933000,55,1969000,Linn County,Linn County-Clackamas County-OR
3860,Linn County-Deschutes County-OR-1516,"Deschutes County, OR",1516,2015,2016,134,2048000,137,3530000,-3,-1482000,Linn County,Linn County-Deschutes County-OR
3861,Linn County-Lincoln County-OR-1516,"Lincoln County, OR",1516,2015,2016,115,2742000,111,2841000,4,-99000,Linn County,Linn County-Lincoln County-OR
3862,Linn County-Douglas County-OR-1516,"Douglas County, OR",1516,2015,2016,83,1505000,83,1739000,0,-234000,Linn County,Linn County-Douglas County-OR
3863,Linn County-Clark County-WA-1516,"Clark County, WA",1516,2015,2016,84,1732000,62,1614000,22,118000,Linn County,Linn County-Clark County-WA
3864,Linn County-Maricopa County-AZ-1516,"Maricopa County, AZ",1516,2015,2016,55,1432000,35,776000,20,656000,Linn County,Linn County-Maricopa County-AZ
3865,Linn County-Jackson County-OR-1516,"Jackson County, OR",1516,2015,2016,61,890000,61,1009000,0,-119000,Linn County,Linn County-Jackson County-OR
3866,Linn County-Coos County-OR-1516,"Coos County, OR",1516,2015,2016,55,1049000,37,718000,18,331000,Linn County,Linn County-Coos County-OR
3867,Linn County-Yamhill County-OR-1516,"Yamhill County, OR",1516,2015,2016,57,1012000,46,897000,11,115000,Linn County,Linn County-Yamhill County-OR
3868,Linn County-Pierce County-WA-1516,"Pierce County, WA",1516,2015,2016,49,1200000,49,810000,0,390000,Linn County,Linn County-Pierce County-WA
3870,Malheur County-Payette County-ID-1516,"Payette County, ID",1516,2015,2016,331,3850000,320,5756000,11,-1906000,Malheur County,Malheur County-Payette County-ID
3871,Malheur County-Canyon County-ID-1516,"Canyon County, ID",1516,2015,2016,180,2340000,198,3223000,-18,-883000,Malheur County,Malheur County-Canyon County-ID
3872,Malheur County-Ada County-ID-1516,"Ada County, ID",1516,2015,2016,159,1814000,106,2403000,53,-589000,Malheur County,Malheur County-Ada County-ID
3873,Malheur County-Washington County-ID-1516,"Washington County, ID",1516,2015,2016,54,519000,70,1083000,-16,-564000,Malheur County,Malheur County-Washington County-ID
3875,Marion County-Polk County-OR-1516,"Polk County, OR",1516,2015,2016,2127,53265000,2344,51951000,-217,1314000,Marion County,Marion County-Polk County-OR
3876,Marion County-Clackamas County-OR-1516,"Clackamas County, OR",1516,2015,2016,1849,47839000,1167,35079000,682,12760000,Marion County,Marion County-Clackamas County-OR
3877,Marion County-Washington County-OR-1516,"Washington County, OR",1516,2015,2016,1266,31477000,811,23235000,455,8242000,Marion County,Marion County-Washington County-OR
3878,Marion County-Multnomah County-OR-1516,"Multnomah County, OR",1516,2015,2016,1050,26330000,722,21536000,328,4794000,Marion County,Marion County-Multnomah County-OR
3879,Marion County-Linn County-OR-1516,"Linn County, OR",1516,2015,2016,940,22656000,1017,22326000,-77,330000,Marion County,Marion County-Linn County-OR
3880,Marion County-Yamhill County-OR-1516,"Yamhill County, OR",1516,2015,2016,505,11295000,366,9942000,139,1353000,Marion County,Marion County-Yamhill County-OR
3881,Marion County-Lane County-OR-1516,"Lane County, OR",1516,2015,2016,424,9910000,419,11213000,5,-1303000,Marion County,Marion County-Lane County-OR
3882,Marion County-Benton County-OR-1516,"Benton County, OR",1516,2015,2016,309,7653000,217,6184000,92,1469000,Marion County,Marion County-Benton County-OR
3883,Marion County-Clark County-WA-1516,"Clark County, WA",1516,2015,2016,341,7415000,357,7834000,-16,-419000,Marion County,Marion County-Clark County-WA
3884,Marion County-Deschutes County-OR-1516,"Deschutes County, OR",1516,2015,2016,209,6197000,395,11646000,-186,-5449000,Marion County,Marion County-Deschutes County-OR
3885,Marion County-Los Angeles County-CA-1516,"Los Angeles County, CA",1516,2015,2016,226,7175000,100,1809000,126,5366000,Marion County,Marion County-Los Angeles County-CA
3886,Marion County-King County-WA-1516,"King County, WA",1516,2015,2016,182,4976000,170,3807000,12,1169000,Marion County,Marion County-King County-WA
3887,Marion County-Maricopa County-AZ-1516,"Maricopa County, AZ",1516,2015,2016,206,4862000,152,4137000,54,725000,Marion County,Marion County-Maricopa County-AZ
3888,Marion County-Lincoln County-OR-1516,"Lincoln County, OR",1516,2015,2016,167,4510000,155,3077000,12,1433000,Marion County,Marion County-Lincoln County-OR
3889,Marion County-Orange County-CA-1516,"Orange County, CA",1516,2015,2016,146,4082000,49,1141000,97,2941000,Marion County,Marion County-Orange County-CA
3890,Marion County-San Diego County-CA-1516,"San Diego County, CA",1516,2015,2016,142,4022000,91,2000000,51,2022000,Marion County,Marion County-San Diego County-CA
3891,Marion County-Jackson County-OR-1516,"Jackson County, OR",1516,2015,2016,122,2722000,102,2200000,20,522000,Marion County,Marion County-Jackson County-OR
3892,Marion County-Clark County-NV-1516,"Clark County, NV",1516,2015,2016,122,2173000,91,2701000,31,-528000,Marion County,Marion County-Clark County-NV
3893,Marion County-Douglas County-OR-1516,"Douglas County, OR",1516,2015,2016,113,2426000,74,1135000,39,1291000,Marion County,Marion County-Douglas County-OR
3894,Marion County-Riverside County-CA-1516,"Riverside County, CA",1516,2015,2016,99,1908000,48,1159000,51,749000,Marion County,Marion County-Riverside County-CA
3895,Marion County-Pierce County-WA-1516,"Pierce County, WA",1516,2015,2016,68,1690000,79,2182000,-11,-492000,Marion County,Marion County-Pierce County-WA
3896,Marion County-Coos County-OR-1516,"Coos County, OR",1516,2015,2016,76,2121000,48,980000,28,1141000,Marion County,Marion County-Coos County-OR
3897,Marion County-Ada County-ID-1516,"Ada County, ID",1516,2015,2016,70,1971000,80,2335000,-10,-364000,Marion County,Marion County-Ada County-ID
3898,Marion County-Tillamook County-OR-1516,"Tillamook County, OR",1516,2015,2016,61,1387000,83,1605000,-22,-218000,Marion County,Marion County-Tillamook County-OR
3899,Marion County-Spokane County-WA-1516,"Spokane County, WA",1516,2015,2016,69,1471000,81,1734000,-12,-263000,Marion County,Marion County-Spokane County-WA
3900,Marion County-Josephine County-OR-1516,"Josephine County, OR",1516,2015,2016,63,1072000,64,1202000,-1,-130000,Marion County,Marion County-Josephine County-OR
3901,Marion County-Klamath County-OR-1516,"Klamath County, OR",1516,2015,2016,56,1060000,61,1247000,-5,-187000,Marion County,Marion County-Klamath County-OR
3902,Marion County-Umatilla County-OR-1516,"Umatilla County, OR",1516,2015,2016,54,1263000,101,2060000,-47,-797000,Marion County,Marion County-Umatilla County-OR
3903,Marion County-Snohomish County-WA-1516,"Snohomish County, WA",1516,2015,2016,55,1302000,53,1095000,2,207000,Marion County,Marion County-Snohomish County-WA
3904,Marion County-Clatsop County-OR-1516,"Clatsop County, OR",1516,2015,2016,47,1552000,45,1253000,2,299000,Marion County,Marion County-Clatsop County-OR
3905,Marion County-Cowlitz County-WA-1516,"Cowlitz County, WA",1516,2015,2016,50,1198000,49,724000,1,474000,Marion County,Marion County-Cowlitz County-WA
3906,Marion County-Thurston County-WA-1516,"Thurston County, WA",1516,2015,2016,44,1291000,67,2060000,-23,-769000,Marion County,Marion County-Thurston County-WA
3907,Marion County-Canyon County-ID-1516,"Canyon County, ID",1516,2015,2016,41,618000,41,776000,0,-158000,Marion County,Marion County-Canyon County-ID
3909,Morrow County-Umatilla County-OR-1516,"Umatilla County, OR",1516,2015,2016,287,4389000,254,4721000,33,-332000,Morrow County,Morrow County-Umatilla County-OR
3911,Multnomah County-Washington County-OR-1516,"Washington County, OR",1516,2015,2016,6229,302776000,7517,299317000,-1288,3459000,Multnomah County,Multnomah County-Washington County-OR
3912,Multnomah County-Clackamas County-OR-1516,"Clackamas County, OR",1516,2015,2016,6347,197377000,10215,352085000,-3868,-154708000,Multnomah County,Multnomah County-Clackamas County-OR
3913,Multnomah County-Clark County-WA-1516,"Clark County, WA",1516,2015,2016,2859,86378000,5445,146228000,-2586,-59850000,Multnomah County,Multnomah County-Clark County-WA
3914,Multnomah County-Los Angeles County-CA-1516,"Los Angeles County, CA",1516,2015,2016,1287,63703000,629,24302000,658,39401000,Multnomah County,Multnomah County-Los Angeles County-CA
3915,Multnomah County-King County-WA-1516,"King County, WA",1516,2015,2016,1176,61185000,1115,52292000,61,8893000,Multnomah County,Multnomah County-King County-WA
3916,Multnomah County-Lane County-OR-1516,"Lane County, OR",1516,2015,2016,851,27949000,661,15175000,190,12774000,Multnomah County,Multnomah County-Lane County-OR
3917,Multnomah County-San Francisco County-CA-1516,"San Francisco County, CA",1516,2015,2016,895,84916000,198,15375000,697,69541000,Multnomah County,Multnomah County-San Francisco County-CA
3918,Multnomah County-Marion County-OR-1516,"Marion County, OR",1516,2015,2016,722,21536000,1050,26330000,-328,-4794000,Multnomah County,Multnomah County-Marion County-OR
3919,Multnomah County-Alameda County-CA-1516,"Alameda County, CA",1516,2015,2016,668,33960000,186,8567000,482,25393000,Multnomah County,Multnomah County-Alameda County-CA
3920,Multnomah County-San Diego County-CA-1516,"San Diego County, CA",1516,2015,2016,674,24893000,326,11604000,348,13289000,Multnomah County,Multnomah County-San Diego County-CA
3921,Multnomah County-Cook County-IL-1516,"Cook County, IL",1516,2015,2016,552,28968000,188,8062000,364,20906000,Multnomah County,Multnomah County-Cook County-IL
3922,Multnomah County-Maricopa County-AZ-1516,"Maricopa County, AZ",1516,2015,2016,549,19411000,439,15704000,110,3707000,Multnomah County,Multnomah County-Maricopa County-AZ
3923,Multnomah County-Kings County-NY-1516,"Kings County, NY",1516,2015,2016,478,27133000,191,8623000,287,18510000,Multnomah County,Multnomah County-Kings County-NY
3924,Multnomah County-Orange County-CA-1516,"Orange County, CA",1516,2015,2016,434,11818000,185,7058000,249,4760000,Multnomah County,Multnomah County-Orange County-CA
3925,Multnomah County-Travis County-TX-1516,"Travis County, TX",1516,2015,2016,421,17170000,155,6062000,266,11108000,Multnomah County,Multnomah County-Travis County-TX
3926,Multnomah County-Santa Clara County-CA-1516,"Santa Clara County, CA",1516,2015,2016,429,33950000,170,13876000,259,20074000,Multnomah County,Multnomah County-Santa Clara County-CA
3927,Multnomah County-Benton County-OR-1516,"Benton County, OR",1516,2015,2016,331,10217000,249,6611000,82,3606000,Multnomah County,Multnomah County-Benton County-OR
3928,Multnomah County-Jackson County-OR-1516,"Jackson County, OR",1516,2015,2016,330,10361000,260,7561000,70,2800000,Multnomah County,Multnomah County-Jackson County-OR
3929,Multnomah County-Deschutes County-OR-1516,"Deschutes County, OR",1516,2015,2016,349,10573000,747,33873000,-398,-23300000,Multnomah County,Multnomah County-Deschutes County-OR
3930,Multnomah County-Clark County-NV-1516,"Clark County, NV",1516,2015,2016,337,9839000,234,6380000,103,3459000,Multnomah County,Multnomah County-Clark County-NV
3931,Multnomah County-San Mateo County-CA-1516,"San Mateo County, CA",1516,2015,2016,314,23195000,58,4550000,256,18645000,Multnomah County,Multnomah County-San Mateo County-CA
3932,Multnomah County-New York County-NY-1516,"New York County, NY",1516,2015,2016,246,17226000,132,10880000,114,6346000,Multnomah County,Multnomah County-New York County-NY
3933,Multnomah County-Honolulu County-HI-1516,"Honolulu County, HI",1516,2015,2016,294,9816000,112,2808000,182,7008000,Multnomah County,Multnomah County-Honolulu County-HI
3934,Multnomah County-Yamhill County-OR-1516,"Yamhill County, OR",1516,2015,2016,254,8153000,390,13267000,-136,-5114000,Multnomah County,Multnomah County-Yamhill County-OR
3935,Multnomah County-Pierce County-WA-1516,"Pierce County, WA",1516,2015,2016,259,7929000,289,8040000,-30,-111000,Multnomah County,Multnomah County-Pierce County-WA
3936,Multnomah County-Ada County-ID-1516,"Ada County, ID",1516,2015,2016,219,5624000,175,4799000,44,825000,Multnomah County,Multnomah County-Ada County-ID
3937,Multnomah County-Middlesex County-MA-1516,"Middlesex County, MA",1516,2015,2016,199,18857000,85,4576000,114,14281000,Multnomah County,Multnomah County-Middlesex County-MA
3938,Multnomah County-Hennepin County-MN-1516,"Hennepin County, MN",1516,2015,2016,212,10727000,127,4000000,85,6727000,Multnomah County,Multnomah County-Hennepin County-MN
3939,Multnomah County-Salt Lake County-UT-1516,"Salt Lake County, UT",1516,2015,2016,211,7116000,149,5384000,62,1732000,Multnomah County,Multnomah County-Salt Lake County-UT
3940,Multnomah County-Sacramento County-CA-1516,"Sacramento County, CA",1516,2015,2016,210,7273000,170,4183000,40,3090000,Multnomah County,Multnomah County-Sacramento County-CA
3941,Multnomah County-Denver County-CO-1516,"Denver County, CO",1516,2015,2016,205,9157000,139,7447000,66,1710000,Multnomah County,Multnomah County-Denver County-CO
3942,Multnomah County-Contra Costa County-CA-1516,"Contra Costa County, CA",1516,2015,2016,220,19874000,89,3601000,131,16273000,Multnomah County,Multnomah County-Contra Costa County-CA
3943,Multnomah County-Columbia County-OR-1516,"Columbia County, OR",1516,2015,2016,239,5829000,644,18824000,-405,-12995000,Multnomah County,Multnomah County-Columbia County-OR
3944,Multnomah County-Ventura County-CA-1516,"Ventura County, CA",1516,2015,2016,198,7573000,62,1786000,136,5787000,Multnomah County,Multnomah County-Ventura County-CA
3945,Multnomah County-District of Columbia-DC-1516,"District of Columbia, DC",1516,2015,2016,166,10064000,76,5880000,90,4184000,Multnomah County,Multnomah County-District of Columbia-DC
3946,Multnomah County-Harris County-TX-1516,"Harris County, TX",1516,2015,2016,207,9664000,103,3203000,104,6461000,Multnomah County,Multnomah County-Harris County-TX
3947,Multnomah County-Spokane County-WA-1516,"Spokane County, WA",1516,2015,2016,162,4547000,213,5892000,-51,-1345000,Multnomah County,Multnomah County-Spokane County-WA
3948,Multnomah County-Riverside County-CA-1516,"Riverside County, CA",1516,2015,2016,193,4180000,111,3879000,82,301000,Multnomah County,Multnomah County-Riverside County-CA
3949,Multnomah County-Polk County-OR-1516,"Polk County, OR",1516,2015,2016,149,4828000,192,4915000,-43,-87000,Multnomah County,Multnomah County-Polk County-OR
3950,Multnomah County-Sonoma County-CA-1516,"Sonoma County, CA",1516,2015,2016,139,4405000,59,1795000,80,2610000,Multnomah County,Multnomah County-Sonoma County-CA
3951,Multnomah County-Clatsop County-OR-1516,"Clatsop County, OR",1516,2015,2016,146,4359000,232,8003000,-86,-3644000,Multnomah County,Multnomah County-Clatsop County-OR
3952,Multnomah County-Linn County-OR-1516,"Linn County, OR",1516,2015,2016,135,3047000,180,3501000,-45,-454000,Multnomah County,Multnomah County-Linn County-OR
3953,Multnomah County-Dallas County-TX-1516,"Dallas County, TX",1516,2015,2016,164,6924000,77,2967000,87,3957000,Multnomah County,Multnomah County-Dallas County-TX
3954,Multnomah County-Santa Cruz County-CA-1516,"Santa Cruz County, CA",1516,2015,2016,123,4354000,35,1071000,88,3283000,Multnomah County,Multnomah County-Santa Cruz County-CA
3955,Multnomah County-Thurston County-WA-1516,"Thurston County, WA",1516,2015,2016,135,3988000,173,4938000,-38,-950000,Multnomah County,Multnomah County-Thurston County-WA
3956,Multnomah County-Suffolk County-MA-1516,"Suffolk County, MA",1516,2015,2016,114,6773000,62,2727000,52,4046000,Multnomah County,Multnomah County-Suffolk County-MA
3957,Multnomah County-Snohomish County-WA-1516,"Snohomish County, WA",1516,2015,2016,141,4427000,155,4791000,-14,-364000,Multnomah County,Multnomah County-Snohomish County-WA
3958,Multnomah County-Anchorage Municipality-AK-1516,"Anchorage Municipality, AK",1516,2015,2016,143,4905000,65,2004000,78,2901000,Multnomah County,Multnomah County-Anchorage Municipality-AK
3959,Multnomah County-Boulder County-CO-1516,"Boulder County, CO",1516,2015,2016,116,5899000,56,2145000,60,3754000,Multnomah County,Multnomah County-Boulder County-CO
3960,Multnomah County-Hood River County-OR-1516,"Hood River County, OR",1516,2015,2016,157,4371000,170,6432000,-13,-2061000,Multnomah County,Multnomah County-Hood River County-OR
3961,Multnomah County-Pima County-AZ-1516,"Pima County, AZ",1516,2015,2016,119,4645000,117,4583000,2,62000,Multnomah County,Multnomah County-Pima County-AZ
3962,Multnomah County-Philadelphia County-PA-1516,"Philadelphia County, PA",1516,2015,2016,118,5893000,61,1879000,57,4014000,Multnomah County,Multnomah County-Philadelphia County-PA
3963,Multnomah County-Santa Barbara County-CA-1516,"Santa Barbara County, CA",1516,2015,2016,117,4765000,44,1348000,73,3417000,Multnomah County,Multnomah County-Santa Barbara County-CA
3964,Multnomah County-Queens County-NY-1516,"Queens County, NY",1516,2015,2016,99,4576000,34,1351000,65,3225000,Multnomah County,Multnomah County-Queens County-NY
3965,Multnomah County-Lincoln County-OR-1516,"Lincoln County, OR",1516,2015,2016,115,3183000,189,5722000,-74,-2539000,Multnomah County,Multnomah County-Lincoln County-OR
3966,Multnomah County-San Bernardino County-CA-1516,"San Bernardino County, CA",1516,2015,2016,123,2867000,97,2977000,26,-110000,Multnomah County,Multnomah County-San Bernardino County-CA
3967,Multnomah County-Marin County-CA-1516,"Marin County, CA",1516,2015,2016,128,8962000,48,2945000,80,6017000,Multnomah County,Multnomah County-Marin County-CA
3968,Multnomah County-Bernalillo County-NM-1516,"Bernalillo County, NM",1516,2015,2016,131,3420000,70,2573000,61,847000,Multnomah County,Multnomah County-Bernalillo County-NM
3969,Multnomah County-Washoe County-NV-1516,"Washoe County, NV",1516,2015,2016,104,3419000,77,2950000,27,469000,Multnomah County,Multnomah County-Washoe County-NV
3970,Multnomah County-Whatcom County-WA-1516,"Whatcom County, WA",1516,2015,2016,87,1770000,122,3623000,-35,-1853000,Multnomah County,Multnomah County-Whatcom County-WA
3971,Multnomah County-Dane County-WI-1516,"Dane County, WI",1516,2015,2016,96,3401000,40,1736000,56,1665000,Multnomah County,Multnomah County-Dane County-WI
3972,Multnomah County-Cowlitz County-WA-1516,"Cowlitz County, WA",1516,2015,2016,118,4579000,249,5619000,-131,-1040000,Multnomah County,Multnomah County-Cowlitz County-WA
3973,Multnomah County-Montgomery County-MD-1516,"Montgomery County, MD",1516,2015,2016,104,5602000,42,1858000,62,3744000,Multnomah County,Multnomah County-Montgomery County-MD
3974,Multnomah County-Davidson County-TN-1516,"Davidson County, TN",1516,2015,2016,88,3988000,62,2052000,26,1936000,Multnomah County,Multnomah County-Davidson County-TN
3975,Multnomah County-Franklin County-OH-1516,"Franklin County, OH",1516,2015,2016,82,3477000,80,1383000,2,2094000,Multnomah County,Multnomah County-Franklin County-OH
3976,Multnomah County-Douglas County-OR-1516,"Douglas County, OR",1516,2015,2016,99,2566000,91,2695000,8,-129000,Multnomah County,Multnomah County-Douglas County-OR
3977,Multnomah County-Orleans Parish-LA-1516,"Orleans Parish, LA",1516,2015,2016,78,2580000,44,1878000,34,702000,Multnomah County,Multnomah County-Orleans Parish-LA
3978,Multnomah County-Fresno County-CA-1516,"Fresno County, CA",1516,2015,2016,100,2770000,73,1176000,27,1594000,Multnomah County,Multnomah County-Fresno County-CA
3979,Multnomah County-Milwaukee County-WI-1516,"Milwaukee County, WI",1516,2015,2016,82,2735000,31,842000,51,1893000,Multnomah County,Multnomah County-Milwaukee County-WI
3980,Multnomah County-Humboldt County-CA-1516,"Humboldt County, CA",1516,2015,2016,80,1963000,33,704000,47,1259000,Multnomah County,Multnomah County-Humboldt County-CA
3981,Multnomah County-San Luis Obispo County-CA-1516,"San Luis Obispo County, CA",1516,2015,2016,74,2838000,41,1389000,33,1449000,Multnomah County,Multnomah County-San Luis Obispo County-CA
3982,Multnomah County-Fulton County-GA-1516,"Fulton County, GA",1516,2015,2016,91,4744000,41,3296000,50,1448000,Multnomah County,Multnomah County-Fulton County-GA
3983,Multnomah County-Missoula County-MT-1516,"Missoula County, MT",1516,2015,2016,69,1682000,75,2078000,-6,-396000,Multnomah County,Multnomah County-Missoula County-MT
3984,Multnomah County-Tillamook County-OR-1516,"Tillamook County, OR",1516,2015,2016,80,2623000,218,9202000,-138,-6579000,Multnomah County,Multnomah County-Tillamook County-OR
3985,Multnomah County-Bexar County-TX-1516,"Bexar County, TX",1516,2015,2016,83,3133000,51,1430000,32,1703000,Multnomah County,Multnomah County-Bexar County-TX
3986,Multnomah County-Fairfax County-VA-1516,"Fairfax County, VA",1516,2015,2016,85,4500000,53,1609000,32,2891000,Multnomah County,Multnomah County-Fairfax County-VA
3987,Multnomah County-Josephine County-OR-1516,"Josephine County, OR",1516,2015,2016,73,1791000,73,690000,0,1101000,Multnomah County,Multnomah County-Josephine County-OR
3988,Multnomah County-Coos County-OR-1516,"Coos County, OR",1516,2015,2016,83,2212000,66,1656000,17,556000,Multnomah County,Multnomah County-Coos County-OR
3989,Multnomah County-Wasco County-OR-1516,"Wasco County, OR",1516,2015,2016,84,1913000,110,2808000,-26,-895000,Multnomah County,Multnomah County-Wasco County-OR
3990,Multnomah County-Kitsap County-WA-1516,"Kitsap County, WA",1516,2015,2016,76,3764000,82,2946000,-6,818000,Multnomah County,Multnomah County-Kitsap County-WA
3991,Multnomah County-El Paso County-CO-1516,"El Paso County, CO",1516,2015,2016,90,2909000,48,1585000,42,1324000,Multnomah County,Multnomah County-El Paso County-CO
3992,Multnomah County-Kern County-CA-1516,"Kern County, CA",1516,2015,2016,80,3075000,45,929000,35,2146000,Multnomah County,Multnomah County-Kern County-CA
3993,Multnomah County-Allegheny County-PA-1516,"Allegheny County, PA",1516,2015,2016,81,4173000,43,1377000,38,2796000,Multnomah County,Multnomah County-Allegheny County-PA
3994,Multnomah County-Tarrant County-TX-1516,"Tarrant County, TX",1516,2015,2016,78,2570000,102,2433000,-24,137000,Multnomah County,Multnomah County-Tarrant County-TX
3995,Multnomah County-Miami-Dade County-FL-1516,"Miami-Dade County, FL",1516,2015,2016,79,2633000,86,2732000,-7,-99000,Multnomah County,Multnomah County-Miami-Dade County-FL
3996,Multnomah County-Hawaii County-HI-1516,"Hawaii County, HI",1516,2015,2016,66,2551000,76,2095000,-10,456000,Multnomah County,Multnomah County-Hawaii County-HI
3997,Multnomah County-Washtenaw County-MI-1516,"Washtenaw County, MI",1516,2015,2016,71,2602000,34,1220000,37,1382000,Multnomah County,Multnomah County-Washtenaw County-MI
3998,Multnomah County-Shasta County-CA-1516,"Shasta County, CA",1516,2015,2016,69,2095000,35,489000,34,1606000,Multnomah County,Multnomah County-Shasta County-CA
3999,Multnomah County-Orange County-FL-1516,"Orange County, FL",1516,2015,2016,64,2203000,49,1354000,15,849000,Multnomah County,Multnomah County-Orange County-FL
4000,Multnomah County-Pinellas County-FL-1516,"Pinellas County, FL",1516,2015,2016,62,2232000,36,1024000,26,1208000,Multnomah County,Multnomah County-Pinellas County-FL
4001,Multnomah County-Benton County-WA-1516,"Benton County, WA",1516,2015,2016,72,3043000,66,1947000,6,1096000,Multnomah County,Multnomah County-Benton County-WA
4002,Multnomah County-Marion County-IN-1516,"Marion County, IN",1516,2015,2016,62,2869000,25,880000,37,1989000,Multnomah County,Multnomah County-Marion County-IN
4003,Multnomah County-Umatilla County-OR-1516,"Umatilla County, OR",1516,2015,2016,66,1422000,87,1569000,-21,-147000,Multnomah County,Multnomah County-Umatilla County-OR
4004,Multnomah County-Larimer County-CO-1516,"Larimer County, CO",1516,2015,2016,55,1629000,38,1346000,17,283000,Multnomah County,Multnomah County-Larimer County-CO
4005,Multnomah County-Arapahoe County-CO-1516,"Arapahoe County, CO",1516,2015,2016,71,2466000,43,1257000,28,1209000,Multnomah County,Multnomah County-Arapahoe County-CO
4006,Multnomah County-Ramsey County-MN-1516,"Ramsey County, MN",1516,2015,2016,65,4185000,38,1444000,27,2741000,Multnomah County,Multnomah County-Ramsey County-MN
4007,Multnomah County-Buncombe County-NC-1516,"Buncombe County, NC",1516,2015,2016,54,1379000,32,1438000,22,-59000,Multnomah County,Multnomah County-Buncombe County-NC
4008,Multnomah County-Mecklenburg County-NC-1516,"Mecklenburg County, NC",1516,2015,2016,69,3624000,36,1160000,33,2464000,Multnomah County,Multnomah County-Mecklenburg County-NC
4009,Multnomah County-Hillsborough County-FL-1516,"Hillsborough County, FL",1516,2015,2016,59,2022000,47,708000,12,1314000,Multnomah County,Multnomah County-Hillsborough County-FL
4010,Multnomah County-Yakima County-WA-1516,"Yakima County, WA",1516,2015,2016,57,2452000,78,1475000,-21,977000,Multnomah County,Multnomah County-Yakima County-WA
4011,Multnomah County-Monterey County-CA-1516,"Monterey County, CA",1516,2015,2016,55,1884000,29,1429000,26,455000,Multnomah County,Multnomah County-Monterey County-CA
4012,Multnomah County-Chittenden County-VT-1516,"Chittenden County, VT",1516,2015,2016,56,1925000,48,1635000,8,290000,Multnomah County,Multnomah County-Chittenden County-VT
4013,Multnomah County-Jefferson County-CO-1516,"Jefferson County, CO",1516,2015,2016,60,1916000,54,2384000,6,-468000,Multnomah County,Multnomah County-Jefferson County-CO
4014,Multnomah County-DeKalb County-GA-1516,"DeKalb County, GA",1516,2015,2016,60,2503000,29,795000,31,1708000,Multnomah County,Multnomah County-DeKalb County-GA
4015,Multnomah County-Santa Fe County-NM-1516,"Santa Fe County, NM",1516,2015,2016,45,1608000,34,1094000,11,514000,Multnomah County,Multnomah County-Santa Fe County-NM
4016,Multnomah County-Palm Beach County-FL-1516,"Palm Beach County, FL",1516,2015,2016,49,3257000,43,1226000,6,2031000,Multnomah County,Multnomah County-Palm Beach County-FL
4017,Multnomah County-Klamath County-OR-1516,"Klamath County, OR",1516,2015,2016,57,1128000,62,2069000,-5,-941000,Multnomah County,Multnomah County-Klamath County-OR
4018,Multnomah County-Cumberland County-ME-1516,"Cumberland County, ME",1516,2015,2016,44,1322000,37,1344000,7,-22000,Multnomah County,Multnomah County-Cumberland County-ME
4019,Multnomah County-New Haven County-CT-1516,"New Haven County, CT",1516,2015,2016,51,1777000,23,833000,28,944000,Multnomah County,Multnomah County-New Haven County-CT
4020,Multnomah County-Maui County-HI-1516,"Maui County, HI",1516,2015,2016,46,2234000,56,2041000,-10,193000,Multnomah County,Multnomah County-Maui County-HI
4021,Multnomah County-Canyon County-ID-1516,"Canyon County, ID",1516,2015,2016,51,838000,59,1324000,-8,-486000,Multnomah County,Multnomah County-Canyon County-ID
4022,Multnomah County-Gallatin County-MT-1516,"Gallatin County, MT",1516,2015,2016,31,1240000,31,1591000,0,-351000,Multnomah County,Multnomah County-Gallatin County-MT
4023,Multnomah County-Westchester County-NY-1516,"Westchester County, NY",1516,2015,2016,34,3240000,31,2173000,3,1067000,Multnomah County,Multnomah County-Westchester County-NY
4024,Multnomah County-Placer County-CA-1516,"Placer County, CA",1516,2015,2016,34,1450000,35,1425000,-1,25000,Multnomah County,Multnomah County-Placer County-CA
4025,Multnomah County-Kootenai County-ID-1516,"Kootenai County, ID",1516,2015,2016,36,740000,50,885000,-14,-145000,Multnomah County,Multnomah County-Kootenai County-ID
4026,Multnomah County-Skamania County-WA-1516,"Skamania County, WA",1516,2015,2016,49,1079000,81,2557000,-32,-1478000,Multnomah County,Multnomah County-Skamania County-WA
4027,Multnomah County-Jefferson County-OR-1516,"Jefferson County, OR",1516,2015,2016,44,632000,82,1440000,-38,-808000,Multnomah County,Multnomah County-Jefferson County-OR
4028,Multnomah County-Polk County-IA-1516,"Polk County, IA",1516,2015,2016,32,1566000,24,547000,8,1019000,Multnomah County,Multnomah County-Polk County-IA
