,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
62107,Spokane County,WA,Deschutes County,OR,54,2110,2110000,1718,2017,2018,inflow,Deschutes County-Spokane County-WA-1718,"Spokane County, WA"
62108,San Francisco County,CA,Deschutes County,OR,52,3754,3754000,1718,2017,2018,inflow,Deschutes County-San Francisco County-CA-1718,"San Francisco County, CA"
62109,Coos County,OR,Deschutes County,OR,51,1699,1699000,1718,2017,2018,inflow,Deschutes County-Coos County-OR-1718,"Coos County, OR"
62110,Salt Lake County,UT,Deschutes County,OR,54,2323,2323000,1718,2017,2018,inflow,Deschutes County-Salt Lake County-UT-1718,"Salt Lake County, UT"
62111,Washoe County,NV,Deschutes County,OR,41,3302,3302000,1718,2017,2018,inflow,Deschutes County-Washoe County-NV-1718,"Washoe County, NV"
62112,San Luis Obispo County,CA,Deschutes County,OR,45,1346,1346000,1718,2017,2018,inflow,Deschutes County-San Luis Obispo County-CA-1718,"San Luis Obispo County, CA"
62113,Thurston County,WA,Deschutes County,OR,44,2221,2221000,1718,2017,2018,inflow,Deschutes County-Thurston County-WA-1718,"Thurston County, WA"
62114,Marin County,CA,Deschutes County,OR,57,7582,7582000,1718,2017,2018,inflow,Deschutes County-Marin County-CA-1718,"Marin County, CA"
62115,Kern County,CA,Deschutes County,OR,40,1267,1267000,1718,2017,2018,inflow,Deschutes County-Kern County-CA-1718,"Kern County, CA"
62116,Umatilla County,OR,Deschutes County,OR,46,1249,1249000,1718,2017,2018,inflow,Deschutes County-Umatilla County-OR-1718,"Umatilla County, OR"
62117,Kitsap County,WA,Deschutes County,OR,52,2404,2404000,1718,2017,2018,inflow,Deschutes County-Kitsap County-WA-1718,"Kitsap County, WA"
62118,Whatcom County,WA,Deschutes County,OR,49,1881,1881000,1718,2017,2018,inflow,Deschutes County-Whatcom County-WA-1718,"Whatcom County, WA"
62119,Humboldt County,CA,Deschutes County,OR,45,1158,1158000,1718,2017,2018,inflow,Deschutes County-Humboldt County-CA-1718,"Humboldt County, CA"
62120,Honolulu County,HI,Deschutes County,OR,45,1635,1635000,1718,2017,2018,inflow,Deschutes County-Honolulu County-HI-1718,"Honolulu County, HI"
62121,Columbia County,OR,Deschutes County,OR,44,1414,1414000,1718,2017,2018,inflow,Deschutes County-Columbia County-OR-1718,"Columbia County, OR"
62122,Tillamook County,OR,Deschutes County,OR,38,1721,1721000,1718,2017,2018,inflow,Deschutes County-Tillamook County-OR-1718,"Tillamook County, OR"
62123,Wasco County,OR,Deschutes County,OR,41,1195,1195000,1718,2017,2018,inflow,Deschutes County-Wasco County-OR-1718,"Wasco County, OR"
62124,Benton County,WA,Deschutes County,OR,41,1808,1808000,1718,2017,2018,inflow,Deschutes County-Benton County-WA-1718,"Benton County, WA"
62125,Pima County,AZ,Deschutes County,OR,42,1564,1564000,1718,2017,2018,inflow,Deschutes County-Pima County-AZ-1718,"Pima County, AZ"
62126,Shasta County,CA,Deschutes County,OR,40,1488,1488000,1718,2017,2018,inflow,Deschutes County-Shasta County-CA-1718,"Shasta County, CA"
62127,Solano County,CA,Deschutes County,OR,37,1284,1284000,1718,2017,2018,inflow,Deschutes County-Solano County-CA-1718,"Solano County, CA"
62128,Boulder County,CO,Deschutes County,OR,30,1465,1465000,1718,2017,2018,inflow,Deschutes County-Boulder County-CO-1718,"Boulder County, CO"
62129,Hawaii County,HI,Deschutes County,OR,37,2025,2025000,1718,2017,2018,inflow,Deschutes County-Hawaii County-HI-1718,"Hawaii County, HI"
62130,Maui County,HI,Deschutes County,OR,40,1440,1440000,1718,2017,2018,inflow,Deschutes County-Maui County-HI-1718,"Maui County, HI"
62131,Cook County,IL,Deschutes County,OR,34,1748,1748000,1718,2017,2018,inflow,Deschutes County-Cook County-IL-1718,"Cook County, IL"
62132,Hood River County,OR,Deschutes County,OR,37,1328,1328000,1718,2017,2018,inflow,Deschutes County-Hood River County-OR-1718,"Hood River County, OR"
62133,Union County,OR,Deschutes County,OR,30,650,650000,1718,2017,2018,inflow,Deschutes County-Union County-OR-1718,"Union County, OR"
62134,Cowlitz County,WA,Deschutes County,OR,50,2458,2458000,1718,2017,2018,inflow,Deschutes County-Cowlitz County-WA-1718,"Cowlitz County, WA"
62135,Canyon County,ID,Deschutes County,OR,32,682,682000,1718,2017,2018,inflow,Deschutes County-Canyon County-ID-1718,"Canyon County, ID"
62143,Douglas County Total Migration-US and Foreign,OR,Douglas County,OR,4739,114980,114980000,1718,2017,2018,inflow,Douglas County total migration-1718,"Douglas County Total Migration-US and Foreign, OR"
62149,Lane County,OR,Douglas County,OR,564,12146,12146000,1718,2017,2018,inflow,Douglas County-Lane County-OR-1718,"Lane County, OR"
62150,Coos County,OR,Douglas County,OR,254,4624,4624000,1718,2017,2018,inflow,Douglas County-Coos County-OR-1718,"Coos County, OR"
62151,Jackson County,OR,Douglas County,OR,214,4301,4301000,1718,2017,2018,inflow,Douglas County-Jackson County-OR-1718,"Jackson County, OR"
62152,Josephine County,OR,Douglas County,OR,158,2994,2994000,1718,2017,2018,inflow,Douglas County-Josephine County-OR-1718,"Josephine County, OR"
62153,Multnomah County,OR,Douglas County,OR,109,3220,3220000,1718,2017,2018,inflow,Douglas County-Multnomah County-OR-1718,"Multnomah County, OR"
62154,Linn County,OR,Douglas County,OR,91,1916,1916000,1718,2017,2018,inflow,Douglas County-Linn County-OR-1718,"Linn County, OR"
62155,Los Angeles County,CA,Douglas County,OR,83,3573,3573000,1718,2017,2018,inflow,Douglas County-Los Angeles County-CA-1718,"Los Angeles County, CA"
62156,Klamath County,OR,Douglas County,OR,88,2197,2197000,1718,2017,2018,inflow,Douglas County-Klamath County-OR-1718,"Klamath County, OR"
62157,Deschutes County,OR,Douglas County,OR,90,2237,2237000,1718,2017,2018,inflow,Douglas County-Deschutes County-OR-1718,"Deschutes County, OR"
62158,Clackamas County,OR,Douglas County,OR,96,2751,2751000,1718,2017,2018,inflow,Douglas County-Clackamas County-OR-1718,"Clackamas County, OR"
62159,Washington County,OR,Douglas County,OR,81,2575,2575000,1718,2017,2018,inflow,Douglas County-Washington County-OR-1718,"Washington County, OR"
62160,Sacramento County,CA,Douglas County,OR,68,1782,1782000,1718,2017,2018,inflow,Douglas County-Sacramento County-CA-1718,"Sacramento County, CA"
62161,Marion County,OR,Douglas County,OR,67,2228,2228000,1718,2017,2018,inflow,Douglas County-Marion County-OR-1718,"Marion County, OR"
62162,Riverside County,CA,Douglas County,OR,56,2116,2116000,1718,2017,2018,inflow,Douglas County-Riverside County-CA-1718,"Riverside County, CA"
62163,Maricopa County,AZ,Douglas County,OR,65,1503,1503000,1718,2017,2018,inflow,Douglas County-Maricopa County-AZ-1718,"Maricopa County, AZ"
62164,San Diego County,CA,Douglas County,OR,58,1608,1608000,1718,2017,2018,inflow,Douglas County-San Diego County-CA-1718,"San Diego County, CA"
62165,Benton County,OR,Douglas County,OR,44,979,979000,1718,2017,2018,inflow,Douglas County-Benton County-OR-1718,"Benton County, OR"
62166,King County,WA,Douglas County,OR,44,1304,1304000,1718,2017,2018,inflow,Douglas County-King County-WA-1718,"King County, WA"
62167,San Bernardino County,CA,Douglas County,OR,51,1296,1296000,1718,2017,2018,inflow,Douglas County-San Bernardino County-CA-1718,"San Bernardino County, CA"
62168,Clark County,NV,Douglas County,OR,52,1892,1892000,1718,2017,2018,inflow,Douglas County-Clark County-NV-1718,"Clark County, NV"
62169,Orange County,CA,Douglas County,OR,36,857,857000,1718,2017,2018,inflow,Douglas County-Orange County-CA-1718,"Orange County, CA"
62170,Curry County,OR,Douglas County,OR,48,1100,1100000,1718,2017,2018,inflow,Douglas County-Curry County-OR-1718,"Curry County, OR"
62171,Santa Clara County,CA,Douglas County,OR,35,1472,1472000,1718,2017,2018,inflow,Douglas County-Santa Clara County-CA-1718,"Santa Clara County, CA"
62172,Shasta County,CA,Douglas County,OR,31,716,716000,1718,2017,2018,inflow,Douglas County-Shasta County-CA-1718,"Shasta County, CA"
62173,Lincoln County,OR,Douglas County,OR,38,811,811000,1718,2017,2018,inflow,Douglas County-Lincoln County-OR-1718,"Lincoln County, OR"
62174,Pierce County,WA,Douglas County,OR,38,834,834000,1718,2017,2018,inflow,Douglas County-Pierce County-WA-1718,"Pierce County, WA"
62182,Gilliam County Total Migration-US and Foreign,OR,Gilliam County,OR,92,2305,2305000,1718,2017,2018,inflow,Gilliam County total migration-1718,"Gilliam County Total Migration-US and Foreign, OR"
62192,Grant County Total Migration-US and Foreign,OR,Grant County,OR,338,9263,9263000,1718,2017,2018,inflow,Grant County total migration-1718,"Grant County Total Migration-US and Foreign, OR"
62203,Harney County Total Migration-US and Foreign,OR,Harney County,OR,325,6842,6842000,1718,2017,2018,inflow,Harney County total migration-1718,"Harney County Total Migration-US and Foreign, OR"
62208,Deschutes County,OR,Harney County,OR,37,577,577000,1718,2017,2018,inflow,Harney County-Deschutes County-OR-1718,"Deschutes County, OR"
62215,Hood River County Total Migration-US and Foreign,OR,Hood River County,OR,1293,55418,55418000,1718,2017,2018,inflow,Hood River County total migration-1718,"Hood River County Total Migration-US and Foreign, OR"
62220,Multnomah County,OR,Hood River County,OR,222,9140,9140000,1718,2017,2018,inflow,Hood River County-Multnomah County-OR-1718,"Multnomah County, OR"
62221,Wasco County,OR,Hood River County,OR,141,3474,3474000,1718,2017,2018,inflow,Hood River County-Wasco County-OR-1718,"Wasco County, OR"
62222,Klickitat County,WA,Hood River County,OR,118,3346,3346000,1718,2017,2018,inflow,Hood River County-Klickitat County-WA-1718,"Klickitat County, WA"
62223,Washington County,OR,Hood River County,OR,57,3010,3010000,1718,2017,2018,inflow,Hood River County-Washington County-OR-1718,"Washington County, OR"
62224,Clackamas County,OR,Hood River County,OR,52,1638,1638000,1718,2017,2018,inflow,Hood River County-Clackamas County-OR-1718,"Clackamas County, OR"
62225,King County,WA,Hood River County,OR,35,2889,2889000,1718,2017,2018,inflow,Hood River County-King County-WA-1718,"King County, WA"
62232,Jackson County Total Migration-US and Foreign,OR,Jackson County,OR,9477,313645,313645000,1718,2017,2018,inflow,Jackson County total migration-1718,"Jackson County Total Migration-US and Foreign, OR"
62238,Josephine County,OR,Jackson County,OR,974,22115,22115000,1718,2017,2018,inflow,Jackson County-Josephine County-OR-1718,"Josephine County, OR"
62239,Multnomah County,OR,Jackson County,OR,258,9694,9694000,1718,2017,2018,inflow,Jackson County-Multnomah County-OR-1718,"Multnomah County, OR"
62240,Lane County,OR,Jackson County,OR,316,8008,8008000,1718,2017,2018,inflow,Jackson County-Lane County-OR-1718,"Lane County, OR"
62241,Los Angeles County,CA,Jackson County,OR,325,14490,14490000,1718,2017,2018,inflow,Jackson County-Los Angeles County-CA-1718,"Los Angeles County, CA"
62242,Klamath County,OR,Jackson County,OR,261,6790,6790000,1718,2017,2018,inflow,Jackson County-Klamath County-OR-1718,"Klamath County, OR"
62243,Deschutes County,OR,Jackson County,OR,189,5856,5856000,1718,2017,2018,inflow,Jackson County-Deschutes County-OR-1718,"Deschutes County, OR"
62244,Washington County,OR,Jackson County,OR,172,5487,5487000,1718,2017,2018,inflow,Jackson County-Washington County-OR-1718,"Washington County, OR"
62245,Santa Clara County,CA,Jackson County,OR,177,13144,13144000,1718,2017,2018,inflow,Jackson County-Santa Clara County-CA-1718,"Santa Clara County, CA"
62246,San Diego County,CA,Jackson County,OR,181,6561,6561000,1718,2017,2018,inflow,Jackson County-San Diego County-CA-1718,"San Diego County, CA"
62247,Douglas County,OR,Jackson County,OR,165,3887,3887000,1718,2017,2018,inflow,Jackson County-Douglas County-OR-1718,"Douglas County, OR"
62248,Alameda County,CA,Jackson County,OR,139,9615,9615000,1718,2017,2018,inflow,Jackson County-Alameda County-CA-1718,"Alameda County, CA"
62249,Siskiyou County,CA,Jackson County,OR,148,3070,3070000,1718,2017,2018,inflow,Jackson County-Siskiyou County-CA-1718,"Siskiyou County, CA"
62250,King County,WA,Jackson County,OR,145,5109,5109000,1718,2017,2018,inflow,Jackson County-King County-WA-1718,"King County, WA"
62251,Clackamas County,OR,Jackson County,OR,116,5848,5848000,1718,2017,2018,inflow,Jackson County-Clackamas County-OR-1718,"Clackamas County, OR"
62252,Orange County,CA,Jackson County,OR,106,2793,2793000,1718,2017,2018,inflow,Jackson County-Orange County-CA-1718,"Orange County, CA"
62253,Marion County,OR,Jackson County,OR,106,2806,2806000,1718,2017,2018,inflow,Jackson County-Marion County-OR-1718,"Marion County, OR"
62254,Sacramento County,CA,Jackson County,OR,116,3746,3746000,1718,2017,2018,inflow,Jackson County-Sacramento County-CA-1718,"Sacramento County, CA"
62255,Sonoma County,CA,Jackson County,OR,130,4556,4556000,1718,2017,2018,inflow,Jackson County-Sonoma County-CA-1718,"Sonoma County, CA"
62256,Clark County,NV,Jackson County,OR,99,2858,2858000,1718,2017,2018,inflow,Jackson County-Clark County-NV-1718,"Clark County, NV"
62257,Contra Costa County,CA,Jackson County,OR,100,5233,5233000,1718,2017,2018,inflow,Jackson County-Contra Costa County-CA-1718,"Contra Costa County, CA"
62258,Maricopa County,AZ,Jackson County,OR,106,2826,2826000,1718,2017,2018,inflow,Jackson County-Maricopa County-AZ-1718,"Maricopa County, AZ"
62259,Riverside County,CA,Jackson County,OR,113,4167,4167000,1718,2017,2018,inflow,Jackson County-Riverside County-CA-1718,"Riverside County, CA"
62260,Coos County,OR,Jackson County,OR,100,1912,1912000,1718,2017,2018,inflow,Jackson County-Coos County-OR-1718,"Coos County, OR"
62261,San Bernardino County,CA,Jackson County,OR,101,2371,2371000,1718,2017,2018,inflow,Jackson County-San Bernardino County-CA-1718,"San Bernardino County, CA"
62262,Shasta County,CA,Jackson County,OR,90,2076,2076000,1718,2017,2018,inflow,Jackson County-Shasta County-CA-1718,"Shasta County, CA"
62263,Humboldt County,CA,Jackson County,OR,96,3087,3087000,1718,2017,2018,inflow,Jackson County-Humboldt County-CA-1718,"Humboldt County, CA"
62264,San Mateo County,CA,Jackson County,OR,71,3301,3301000,1718,2017,2018,inflow,Jackson County-San Mateo County-CA-1718,"San Mateo County, CA"
62265,Placer County,CA,Jackson County,OR,63,2316,2316000,1718,2017,2018,inflow,Jackson County-Placer County-CA-1718,"Placer County, CA"
62266,Curry County,OR,Jackson County,OR,64,1534,1534000,1718,2017,2018,inflow,Jackson County-Curry County-OR-1718,"Curry County, OR"
62267,Santa Cruz County,CA,Jackson County,OR,61,2056,2056000,1718,2017,2018,inflow,Jackson County-Santa Cruz County-CA-1718,"Santa Cruz County, CA"
62268,Benton County,OR,Jackson County,OR,53,1928,1928000,1718,2017,2018,inflow,Jackson County-Benton County-OR-1718,"Benton County, OR"
62269,Salt Lake County,UT,Jackson County,OR,64,2645,2645000,1718,2017,2018,inflow,Jackson County-Salt Lake County-UT-1718,"Salt Lake County, UT"
62270,Butte County,CA,Jackson County,OR,55,1840,1840000,1718,2017,2018,inflow,Jackson County-Butte County-CA-1718,"Butte County, CA"
62271,Clark County,WA,Jackson County,OR,59,4278,4278000,1718,2017,2018,inflow,Jackson County-Clark County-WA-1718,"Clark County, WA"
62272,Polk County,OR,Jackson County,OR,48,1453,1453000,1718,2017,2018,inflow,Jackson County-Polk County-OR-1718,"Polk County, OR"
62273,Del Norte County,CA,Jackson County,OR,54,1100,1100000,1718,2017,2018,inflow,Jackson County-Del Norte County-CA-1718,"Del Norte County, CA"
62274,Pierce County,WA,Jackson County,OR,49,815,815000,1718,2017,2018,inflow,Jackson County-Pierce County-WA-1718,"Pierce County, WA"
62275,Marin County,CA,Jackson County,OR,45,3459,3459000,1718,2017,2018,inflow,Jackson County-Marin County-CA-1718,"Marin County, CA"
62276,Solano County,CA,Jackson County,OR,50,1487,1487000,1718,2017,2018,inflow,Jackson County-Solano County-CA-1718,"Solano County, CA"
62277,Snohomish County,WA,Jackson County,OR,49,1504,1504000,1718,2017,2018,inflow,Jackson County-Snohomish County-WA-1718,"Snohomish County, WA"
62278,San Luis Obispo County,CA,Jackson County,OR,33,1386,1386000,1718,2017,2018,inflow,Jackson County-San Luis Obispo County-CA-1718,"San Luis Obispo County, CA"
62279,Washoe County,NV,Jackson County,OR,49,1153,1153000,1718,2017,2018,inflow,Jackson County-Washoe County-NV-1718,"Washoe County, NV"
62280,Anchorage Municipality,AK,Jackson County,OR,43,1558,1558000,1718,2017,2018,inflow,Jackson County-Anchorage Municipality-AK-1718,"Anchorage Municipality, AK"
62281,Ventura County,CA,Jackson County,OR,47,2048,2048000,1718,2017,2018,inflow,Jackson County-Ventura County-CA-1718,"Ventura County, CA"
62282,Linn County,OR,Jackson County,OR,49,1252,1252000,1718,2017,2018,inflow,Jackson County-Linn County-OR-1718,"Linn County, OR"
62283,Cook County,IL,Jackson County,OR,36,1931,1931000,1718,2017,2018,inflow,Jackson County-Cook County-IL-1718,"Cook County, IL"
62284,Pima County,AZ,Jackson County,OR,39,825,825000,1718,2017,2018,inflow,Jackson County-Pima County-AZ-1718,"Pima County, AZ"
62285,Ada County,ID,Jackson County,OR,40,689,689000,1718,2017,2018,inflow,Jackson County-Ada County-ID-1718,"Ada County, ID"
62286,Santa Barbara County,CA,Jackson County,OR,33,918,918000,1718,2017,2018,inflow,Jackson County-Santa Barbara County-CA-1718,"Santa Barbara County, CA"
62287,Stanislaus County,CA,Jackson County,OR,34,833,833000,1718,2017,2018,inflow,Jackson County-Stanislaus County-CA-1718,"Stanislaus County, CA"
62295,Jefferson County Total Migration-US and Foreign,OR,Jefferson County,OR,1521,36410,36410000,1718,2017,2018,inflow,Jefferson County total migration-1718,"Jefferson County Total Migration-US and Foreign, OR"
62301,Deschutes County,OR,Jefferson County,OR,498,10277,10277000,1718,2017,2018,inflow,Jefferson County-Deschutes County-OR-1718,"Deschutes County, OR"
62302,Crook County,OR,Jefferson County,OR,109,1770,1770000,1718,2017,2018,inflow,Jefferson County-Crook County-OR-1718,"Crook County, OR"
62303,Marion County,OR,Jefferson County,OR,73,1847,1847000,1718,2017,2018,inflow,Jefferson County-Marion County-OR-1718,"Marion County, OR"
